Uid,Sentiment,clean_text,proba,preds,actual
10057,neutral,  I feel With every passing day Kashaf Murtaza's philosophy of life is getting more relatable ... Zindagi me har dariya khu …  ,[-2.2256536  1.3006835  1.2963943],1,neutral
5499,neutral,  _ winn _ er _  ___ 10 Dhoova nahi nikalta ...:smiling_face_with_sunglasses::face_with_tears_of_joy::face_with_tears_of_joy:  ,[-1.0307322   1.8469745  -0.62286323],1,neutral
16623,neutral,  _ site Mene aik naya night suit liya hai kurtay ki shape mein sara time pehan ke sounga eid waley din :slightly_smiling_face:  ,[-1.8536565   1.7210346   0.34060124],1,neutral
40348,neutral,# kerala me hindu left se naraj the par bjp pe bharosha nahi kiye aur congress ko muft me vote mile  …  // t co / 4yj4LSDFLv  ,[ 0.01996197  0.78468245 -1.1437472 ],1,neutral
44218,neutral, _ FlawedQueen Start with you Tumne kitno ke dil thode hai :face_with_tears_of_joy:  ,[-2.3106315  1.4531113  1.2719125],1,neutral
28392,negative, Robert vadra be zameen chori bhi congress Sarkar ke naak ke niche hi ki hai :rolling_on_the_floor_laughing::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: pehle apna ghar to …  // t . co / iXei4Y2FIc  ,[ 2.2867405 -1.2384356 -1.5753584],0,negative
970,neutral, Modi ke jitne ka asar vipaksh pe he nahi padosiyo pe bhi hua hai . Bokhla gaye sare ke sare . Modi akela …  // t . co / zTp7lHsGrd  ,[-1.0984007   0.6965938   0.17877981],1,positive
26237,positive, _ me _ jao That is good stay blessed  ,[-2.3139694   0.22796287  2.731443  ],2,positive
2257,positive, Many thanks for your kind wishes Lallu ji  ,[-2.4149816  0.2995309  2.7877343],2,positive
11582,positive, Humare Pradhanmantriji ko bahut bahut shubkamnaye . Nation good wishes and blessings are always with you and your team :folded_hands:  ,[-2.2615027  -0.11357383  2.9293215 ],2,positive
23726,negative,Kejri has also recd the invitation for the PM ceremony and is very excited about it . Chutiya ke haath mein jhaadu thammanewaale hai !!  ,[ 0.33592778 -0.36768565  0.01016534],0,negative
11245,negative,Thank god babes mahan nahi bani and biji bauji ko mana kr dia sath rehne ko . Because they are hypocrites :smirking_face::confused_face: Khuran …  // t . co / GPRxjHfWSR  ,[ 1.6724216 -0.4405342 -1.5547984],0,negative
29028,neutral, Namste sir Modi ji mere pass aapke liye ek complain hai aapki pradhanmatri awas yojna kya sarkari na …  // t co / Zff95X6jin  ,[-0.17714249  0.7022896  -0.95245445],1,neutral
32917,positive, Modi baba Ki jai ... aapko shubh kaamnayein aur bahut bahut Mubarak ... baba aap iss desh Ki foundation …  // t . co / HG10ASfFSV  ,[-2.178117    0.02193112  2.7879274 ],2,positive
28978,negative, _ nadkar   _ So u r accepting that india is funding terrorism in balochistan ?? 2 balo …  // t . co / Rsa4IK9vlB  ,[ 1.5104439 -0.4605223 -1.5327119],0,neutral
26726,negative, _ one sabse bade yahin log hai jinko Ramadan me bhi radicalization nazar aata hai lekin hindu terrorist hero nazar aate hain .  ,[ 0.40780735  0.00977493 -0.65832645],0,negative
6726,negative,Pagal he saala Pakistan ka sirf aik stoon he or voh he ARMY not even Air force and NAVY  // t co / 0oylSUmxHj  ,[ 1.0034575   0.21225043 -1.3813525 ],0,negative
22588,positive,  Ramadan ka Akhri Jummah Mubarak to All Muslims Allah Paak hum Sab k Rozay Ibadatein Duaaein Qubool Farmayen ! Remember Me in y …  ,[-2.2268796  0.2772965  2.5791368],2,positive
37133,positive, Great great movie !! Milo O ’ Shea makes your skin crawl as the corrupt judge They don ’ t make them like they used to  ,[-1.344706    0.38510704  1.364984  ],2,positive
28270,negative,   Teri G ku jalri h Tujhe mtlb ? Katrina maha fuddu actress hai aur ye admit krle  ,[ 1.8897905 -0.781707  -1.4141867],0,negative
2828,negative,Anti hindu anti national or inka bas chale to kanahiya ki tarah ye pakistani hafij ko bhi india ka 1st nagrik b …  // t . co / 4qC62vn9dm  ,[ 1.4903451 -0.4951574 -1.3234708],0,negative
12794,positive,  :two_hearts: Good morning my Rockstar papa  ji :two_hearts: :cactus: Plz bless me more sewa sumiran parmarth ka bal :flexed_biceps: bakhshna j …  ,[-2.3168848  0.426587   2.4530535],2,positive
30215,negative,  BJP k godi media ki report nahi hai yeh The Hindu ki report hai :rolling_on_the_floor_laughing: Waise tu kitne me bika chamcha banne ? :zany_face:  ,[ 1.3161740e+00 -7.4011984e-04 -1.5403988e+00],0,negative
15350,negative,Abay kalay teri maa kidar bethi hai aaj ....... They took it serious Aray mazaq tha yer  ,[ 1.5232015 -0.4873893 -1.3301207],0,neutral
22641,negative, _ Ind Lekin baap Hindu hai to voh privileged Indian Deshbhakt hai varna Gaddar Deshdrohi hai Is formulae ka …  // t . co / 4YLyhSi0LB  ,[ 0.41801754  0.16100574 -0.6798237 ],0,neutral
35755,positive,“ It is with great pride I present the Wh ā nau Ora announcement today in the Wellbeing Budget 2019. I believe Wh ā nau …  // t . co / iJQXEqkvjr  ,[-2.638425    0.66338205  2.5169816 ],2,positive
23434,negative, our police is only good in looting and extortion of innocent pakistanis really happy that rangers have brought peace to karachi  ,[ 1.2092097  -0.48175558 -0.9409711 ],0,neutral
14297,positive, _ 325  _ ka _ bunty   Modi Ji hi to mumkin hi ji modi . ji ka sab ka sath sab k …  // t . co / w8DoT7Y4av  ,[-2.4810584   0.74172616  2.3836157 ],2,positive
29764,neutral,Train no . 13425Malda town express Us train ki itni halat kharab he ki railway station ke koi bhi karm Chari sun ne K …  // t . co / 2skfBoQPte  ,[ 0.25489247  0.81783193 -1.4647114 ],1,neutral
13823,neutral,  Here's the full song ! Song - # TujheKitnaChahneLage Singer - # ArijitSingh Film - # KabirSingh Download Link -  // t . co / qS7i …  ,[-2.074273    2.4533587  -0.28814718],1,neutral
26630,neutral,   Mamta didi jai shree ram Jai shree ram Jai shree ram Bhoot pisach nikat nh aave Ram name jav name s …  ,[-1.4114425  1.7377093 -0.3633655],1,neutral
23159,positive, Muze modi ji ko jitana tha aapko modi ji ko jitaana tha Modi ji jeet gaye Ham aap khush huye A …  // t . co / H4yyCDmVNE  ,[-2.2422183   0.18302628  2.6270065 ],2,neutral
16099,neutral, Mein selector aur captain se ek gujaris karta hu ki kedar ki jagah yuvi ko ek chance dena chahiye 2019 world …  // t co / Jk6GDSHUXx  ,[-1.8536747   1.6193393   0.46993345],1,neutral
1948,neutral,  1Majlis Sufi Khwaja Moinuddin Chishty Ajmeri r . a . ki Duniya me Sirf Manch Bharuch me 73 saal se 6 Majalis Kitab 6 din pad …  ,[-0.6937779  1.1704273 -0.5081538],1,neutral
31533,neutral,   Veeru devgn ji aaj hamare vich nhi rahe Hain Aur apne pichhe chhod Gaye Hain apna …  // t co / Mlgqp9W88g  ,[-2.0467298   1.3446978   0.99982613],1,positive
15152,negative, Maray scientist tum Jo marzi ker lo bohat bura hona hai tumharay sath Pakistan mien munafiqo ko kisi …  // t . co / IeWSms2INB  ,[ 1.3212945  -0.40839326 -1.0539818 ],0,negative
36964,neutral,Modi ji agar desh Nehru ki hi neeti pasand karta toh phir aapko parchand bahumat kyo deta ek aash jagi thi k Modi …  // t . co / 2wX59qMvOR  ,[-0.7081097   0.9960854  -0.43098247],1,neutral
7751,neutral,  fire14  I hope baby kicks a lot tonight :face_with_rolling_eyes::face_with_tears_of_joy::face_with_tears_of_joy: alu e koe moe  ,[-1.1168966  1.3714585 -0.4842735],1,neutral
30576,positive,  Happy birthday Maddy .... Kaise me kahu tuzse ... Rehna hai tere dil me .... :revolving_hearts: RHTDM :revolving_hearts:  // t . co / j4UF6NkJ6w  ,[-2.5308769   0.78560114  2.2453463 ],2,positive
26584,negative,   Sab nautanki h or kuch nahi is bar nahi jeet payega . itni grmai me light na …  // t . co / iMAjk7uzw8  ,[ 0.9840405  -0.04695398 -1.2689428 ],0,negative
30556,neutral,    Koi to Ram janam lega jo is Ravan Rupi  ko narak bhejega .... isko lagta h Ben …  ,[-0.7035762  1.4782653 -0.8114568],1,negative
2912,negative,I swear ab koi BJP bhakt aake mere aage bjp ki raag gaaega to sun lega mujhse !! Why the hell is the party silent on …  // t . co / 5jry1AzZj2  ,[ 0.8659414   0.21447958 -1.4979763 ],0,negative
22380,neutral,  _ actor Advance apologies to my life's first inspiration  Sir for this rustic impersonation Sir aapkey cousin ki fil …  ,[-0.353075    0.6562181  -0.18884447],1,positive
13511,negative, That's really good decision fawad chaudhry Sb Molvi croroo rupiya muft ka kha jaty hain chand ak …  // t co / 41jXHmJXpj  ,[ 1.621884   -0.86907876 -1.2094419 ],0,negative
32347,neutral,  King'eero Institute advised his H . E exactly 1 year ago . Thank you for listening . Sasa folks have to explain all that mo …  ,[-1.3171263  2.1029885 -0.7385199],1,positive
32373,negative,   Superb yar tera bhi koi jabab nahi  ,[ 1.0007018  -0.16711335 -0.7919415 ],0,positive
25587,neutral,         Ab to nyay hona chahiye  ,[-1.2942815  1.9662501 -0.2369431],1,neutral
37063,neutral,Sarfraz ka windies k khilaf aankhe band kar k match khelne ka faisla . Agar aankhe khul gai to direct mu se niklega …  // t . co / CVF07sWHX1  ,[-0.7685241  1.5804856 -0.9735412],1,neutral
13035,positive,  Jee vaiya status ta theke amra dore nilam apnar love :red_heart: o pure  ,[-2.4103963   0.32632437  2.6885977 ],2,positive
27293,positive,Bahut Bahut subhkamnaye :India::India::India::India::India::India::India::India::India::India::India::India::India::India::India::India::India::India::India::India::India::India::India::India:  // t co / 2tTj0VKIRJ  ,[-2.3867013  0.5853817  2.4378548],2,positive
8027,negative, _ itna kya bokhla gaye jo yahi bhul gaye ki bharat ki janta ne hi # bjp ko chuna hai hare hai desh k gad …  // t co / U8mA228BuI  ,[ 0.38320446  0.30000088 -0.98088086],0,positive
22059,positive, Bhai sahab ! :folded_hands: Mahre Mp aap the aap rhoge ! Puri zindagi deepender bhai saab aapke naam h ... aap j …  // t . co / VdMSYu9Tc2  ,[-2.4148543   0.37784395  2.712527  ],2,neutral
24663,positive,  1000% # KatrinaKaif ko National Award mil sakta hai kyunki isse badi film (# Bharat ) aur isse inspiring film aur hamari mi …  ,[-2.2858555  0.1509473  2.7203166],2,positive
41543,negative,Issi tarah k bare bol ZAB ne b bole thay MERI KURSI BOHUT MAZBOOT HAI jalse mai maa behen ki gali khul ker bolta …  // t co / EaIua7I6D4  ,[ 2.333116  -1.3802419 -1.5748587],0,negative
23090,neutral, _ DME _ CW _ ALD     Besharmi ke sath gate theek nahi hua hope you people wi …  // t . co / cbXTHB1Y0m  ,[-1.5334103   1.7142657  -0.07984754],1,neutral
41127,neutral,  Muslim ne 600 saal tak Raj kiya aur kabhi hinsa nahi ki Muslim hi asli bhartiye hain !! # Manish _ Iyer  _ Sharma4  …  ,[-1.4074906   1.4876717  -0.07132398],1,positive
8055,positive,  Renmin AU where jaemin and renjun are in love with each other but something prevent to let them letting out ‘ i love you ’…  ,[-2.370474   0.7559549  1.9090301],2,positive
35098,negative, Ab india bhi harega toh dil ko sukun miljayega all Asian team disqualified to reach semi final  ,[ 0.5378002  -0.00411108 -0.8598046 ],0,negative
2619,neutral,  ni stories direction ey worst anna Jabardasth ki stories rasko .  ,[ 0.196268    0.52839315 -1.0058322 ],1,neutral
34762,neutral,  # MPAPJOINING      Ab Nahi Chaleg …  ,[-1.3396652  2.2871966 -0.8143075],1,negative
24480,neutral, _ tabuu Mai ne pOcha kYa ?  // t . co / 5EgiAtVLln  ,[-1.3636863  2.4399748 -0.7190653],1,neutral
17766,neutral,Apna to dur raha Ab me paraya bhi na raha . Haskr to kya mile Dekhr kr muh fer le ab us kabil bhi na raha . Esa t …  // t . co / 2EW0lpACHa  ,[-1.1919749   1.891484   -0.50446117],1,negative
37285,positive, well done my President . I am very proud of you . We will be your eyes and ears . We are in this toge …  // t . co / vNMa0zWdpu  ,[-2.1741223  -0.17426325  2.8950732 ],2,positive
30841,positive,Bharat ko aazadi mili kuch neta uske baad apne aap ko hero banane lage desh ka Itihaas ke sath khilwad kiye d …  // t . co / eSAQWdy0m2  ,[-1.1008611   0.26773265  1.1035309 ],2,negative
14856,negative,  ak50 ___ This will be the Scene at theatres on 5th June :backhand_index_pointing_down: Salman Khan theatre me hugega aur uske chutiye fans khayenge # Bharat :face_with_tears_of_joy::face_with_tears_of_joy:…  ,[ 0.8889248 -0.0153936 -1.0784776],0,negative
7056,negative,E dekho sarwa neharuaa patane me laga hai ... desh bhakt aazadi ki ladai ladd rahe the aur E saala aiasi me laga hua …  // t . co / aK6G5RRbDv  ,[ 0.7387485  -0.25914252 -0.8817642 ],0,positive
35961,neutral,  _ PATRAg  Wah you proved it my bro . My ye nahi bola ke pada likha hi dimag walae …  // t . co / kkmhjSzb49  ,[-1.2186561   1.3322275  -0.06842823],1,positive
13081,neutral, Ye moka b . j . p ko shayad ab kabhi nahi milega . Kyonki center me congress aayegi hi nahi . Lekin m . p …  // t . co / 9djgqde1P8  ,[ 0.00260816  0.8534266  -1.3087155 ],1,negative
9711,positive,Dhan Dhan Satguru Tera Hi Aasra Gud Morning sOhNe Dr  ji bless all apna v khyaal rakhna sOhNe g …  // t co / IBms1AnSv0  ,[-2.3116572   0.43532625  2.5167086 ],2,positive
32191,negative, _ rathee Iske liye apko milta h best chutiya of the world award  ,[ 2.0924726 -1.4258618 -1.3183041],0,negative
640,negative, Chokidaro se chor ko hi paresani hoti he . Sunneme aayahe Rahul dapli bajarahe he aur Sonia gaa rahi h …  // t . co / 86vDcatzhB  ,[ 1.6581521 -0.5151547 -1.5807937],0,negative
3284,neutral,Show some Love ! Shoutout to  for the intro and  _ KATCHEM for letting me use “ Rain ” as the song !…  // t . co / hiaObSlAWA  ,[-2.5270126  1.8405045  1.0519392],1,neutral
3280,negative,  _ 2409 Abhinand ka to muh suja tha Tum jahilo ne to apne hi pilot ko mar diya anpad kahike …  // t . co / ZbJd7na5W9  ,[ 1.2169213   0.00390216 -1.6398335 ],0,negative
28232,positive,  Sabhi ko Bahut bahut Badhaiyan . Modi ji ki leadership me sab achha hi hoga . All indians proud of it .  ,[-2.2481673  -0.10639305  2.9363232 ],2,positive
15893,negative,EVRYONE SHIT THE FUCK UP  // t . co / RINOmqkPsZ  ,[ 1.5824566  -0.51237106 -1.4052944 ],0,negative
1389,positive, _ IND Aaj rajniti man aur maryada ko bhool ker desh ko ak gande mahhol me dalne ka praysh kar rahi hai . Har …  // t . co / VhwsyyxBHv  ,[-0.8508564   0.14366437  0.7408136 ],2,negative
14081,negative,   Kash rafel ke alawa 5 salo me rahulji ne in sub chijo ko pucha hota to aj unki ye halat nhi hoti .  ,[ 0.8685513  0.2844424 -1.5282404],0,negative
14860,neutral, is public ko ko bs fekne wale mantri chahiye .... mantri fekta rahe or public lapet ti rahe ye public isme hi khush h bs ...  ,[ 0.2160107   0.24684417 -0.6647458 ],1,negative
30559,positive, happy birthday !! Tanders ka na hehehehe . San handa ?  ,[-2.533305   1.0982254  1.9743359],2,neutral
22517,negative,  Ap k pas tho atom bomb sab hain or pak army hain Or Han os jang k lye apka afgha …  // t co / jS5o2Mp91p  ,[ 1.3296039 -0.2592354 -1.0310472],0,neutral
27844,negative, Ave gadho GDP slow nahi hue h desh bahut tezi se age bad rha h to GDP piche rah gyi h tum bhi nhi smjhoge …  // t . co / 9cTl5QhxPF  ,[ 1.2727432  -0.42407224 -1.2979432 ],0,negative
32369,positive,I WISH VERY EXTREMELY HAPPY AND # BLESSED # RAMADAN OR # RAMJAAN MONTH TO YOU THE WOW AND HOW POWERFUL CELEBRITY KATRI …  // t . co / zgpEvwtcET  ,[-2.1893442   0.40188253  2.5676787 ],2,positive
37965,negative,YE PHAZOOL KI BAHAS CHHOR KAR DESH KA LOOTA PAISA KAB VAAPAS AAYGA US PER 5 SAAL ME KIA HUA ISS PER JANTA KO BAT …  // t . co / VQSv8gu3hU  ,[ 1.2681011  -0.6709402  -0.92693704],0,negative
24374,positive,mileya mileya - jigar sariya priya andrews and rekha bharadwaj ( a god tier song I'm so in love with this )  // t co / mwToQsWw5c  ,[-2.4335675  0.9295165  1.9352422],2,positive
4879,negative, Aise me khate hai ki 2021 tak christian or islam ko kahtm krnenge pahle wo khud apne andr ye chuwa chut khatm kre  ,[ 0.9386384   0.02797864 -1.222814  ],0,neutral
23969,negative,fuck how the fuck was this a penalty ! Sala momentum nai bigardyo !!  ,[ 1.8740525 -0.7744547 -1.6469672],0,negative
16911,neutral, I miss the grill days - there is no maaza in a toaster  // t co / 5Tr7ULJlxQ  ,[-1.8870996   2.403227   -0.18540289],1,neutral
28320,positive, _ jumaani Wishing you a very happy Birthday ma'am ek Gaana dedicated to you tum jeeyo hazaro saal  ,[-2.3265083  0.7515445  2.2066689],2,positive
28148,positive, sir me apko bhut manne lagi apke biopic par jo movie bni pm narendra modi seriously bhut bdiya vivek …  // t co / JS6uwBGjsm  ,[-2.4920819  0.6753181  2.4726963],2,positive
35368,neutral,My advice to the Pakistan team today is what O Ye ki paain Yakee lagai hai Ja kr pakory bechh # CricketWorldCup2019 # PAKvWI # WC19  ,[-1.2173744  1.6190672  0.1499886],1,positive
5179,neutral,  Salam Kuching pipol ! Takorg suka benda baru ? Haa sitok kmk ada plh chix popcorn dgn sos kmk plh dikpun special k ktkorg :smiling_face_with_heart-eyes:…  ,[-1.9426968  1.8876797  0.5216828],1,negative
8603,negative, Chutiye zahil tere kejriwal ne to saniko ko bahaut bar gali diya aur unke prakaram ka saboot manga p …  // t co / EJWvny1Ju3  ,[ 2.1045852 -1.1617159 -1.5352993],0,negative
41565,positive, Sure appko 400 saal sae sambhala hai toa aaj kiya hua jo aap chintith hai ? Wish you had the guts t …  // t co / cKBfzzz3qH  ,[-1.7911105  1.0628403  1.3465991],2,neutral
18679,positive,Modi ji Please help us in getting our hard earned money . ModiSarkar is the only hope for us . Karnataka State gover …  // t . co / gdJAanOd5v  ,[-2.4536672   0.94763684  2.028676  ],2,neutral
31520,positive,  _ mishra     _ Badhai ho badhai ho ek …  // t co / cxSf16york  ,[-2.7145925  1.1721526  2.2050762],2,positive
1645,neutral,BJP ke 300 winning candidates mein ek bhi Muslim nahin ye tajjub ki baat nahin hai ... Tajjub ki baat ye hai ke lo …  // t . co / QwjVTg7Sp6  ,[-0.44797292  0.9215146  -0.7423312 ],1,neutral
9345,neutral, Sir phle yutb pe jab search krta tha ( heiken ashi n ) to n lekene ke bad hmare channel ka naam nahi …  // t . co / TJof8rchCT  ,[-0.75437814  1.4987398  -1.0703257 ],1,neutral
44789,neutral,Nirhua / Dinesh Lal yadov ko koi na koi mantri pad milna chahia bande ne bahut mehanat ki thi AZAMGARH me .... akhies …  // t . co / g94GkiGeL6  ,[-0.34400555  1.3620158  -1.4273511 ],1,positive
29353,neutral, _ PATRAg Jab ap Congress ki dhajjiya udate ho na tab bahut maja ata h sir or ap har kar bhi jeet gay sir hama …  // t . co / EltraOtXea  ,[-1.1499407   1.1962935  -0.01280621],1,negative
41193,negative,    This Ram Rahim is rapist and behind bars . He is guilty a …  // t . co / Ku6lCgqGML  ,[ 1.252445   -0.03831279 -1.4862107 ],0,negative
21061,positive, _ Pooja Great job's Mashaallah se good going Sir modi ji zindabaad zindabaad  ,[-2.2347293  -0.03309587  3.0123525 ],2,positive
35015,positive, _ Means bachpan se hi Multi talented insaan hain aap Kya mast gaya aapnerefreshing one Background me …  // t co / QyMaN9gzcS  ,[-2.3646612   0.36428908  2.6074142 ],2,positive
15631,positive, Aaag you're so sweet thank you :smiling_face::hugging_face:  ,[-2.3577762   0.23159944  2.769747  ],2,positive
11345,neutral,  Jai Jawan ! Jai Kisan  ji is making us 2 understand what is that Hats off # ModiSarkar2  // t co / vhmh …  ,[-2.2408519   2.3197067   0.22143547],1,positive
6511,neutral,    Hahahaha ..... yeh suvar sala samajh hi nahi raha hai ! Ko …  // t . co / OT8f9C72R3  ,[ 0.30786058  0.63561726 -1.2127426 ],1,negative
24337,positive,Masti me sabhe mast ba   // t . co / BRApCaAt4T  ,[-2.546059   1.4465442  1.7472688],2,positive
15626,neutral, Shah ji Karnataka mey 9 # LINGAYATH mp jeet kar aaye hey AUR # UMESH JHADAV ji # Kalburgi se KHARGE JI ko ha …  // t . co / ILGm6PyPiU  ,[-1.5974075   1.3688871   0.16774955],1,neutral
2119,negative,   _ Nilesh56    Nilesh Bhai bhadwo k much nhi lagte Yagi media me Atal ji ke kheelaf jhoot …  ,[ 0.72651476  0.5004615  -1.5513577 ],0,negative
32587,negative, u need to eliminiate rahul gaandhi first of all !! uski baate jaisi h use to ki 2 saal ka baalak bhi vote na de ...  ,[ 1.5069442 -0.3286555 -1.4880457],0,negative
41149,neutral,  India Sachin Ganguly Dravid VVS kumble Sehwag zaheer SL Jayasurya vaas murli Sangakkara Pakistan Inzi Akr …  ,[-0.2589141   0.6042988  -0.54520786],1,positive
43618,neutral, Nahi .. Unko zarurat hai Pacific Ocean me dub jaane ki :smiling_face::smiling_face::smiling_face:  ,[-1.7812103  1.5837888  0.5002383],1,negative
25934,negative,  inhone bss itna paddha h jitne me india ko badnaam kr ske Kyuki inke Baap Daada ki toh sark …  // t co / RqWg1pNS1V  ,[ 0.9708547   0.01138719 -1.2539849 ],0,negative
36858,positive,Bro in the back wanted to laugh so bad :face_with_tears_of_joy: “ ahoo ahoohoohoo you good ? hooo hoooo ”  // t . co / FqtH5QNant  ,[-1.8602492  1.015454   1.2208896],2,neutral
19502,neutral, _ league    _  _ namjoon _  _ pk _  jzb _ w Follow kro sub shabash  ,[-1.8140982   2.0734725   0.08102833],1,neutral
3982,neutral, Agar media bhee congress ka boycott karne lagi to 5 seaten bhee nhi aayegi  ,[ 0.10416368  0.8353245  -1.2319269 ],1,negative
22291,neutral,   Arvind kejriwal ji swara ko ek ticket dena plz .. kitni mehnati karti hai a …  // t . co / NZWgrrbyRW  ,[-0.56370384  1.6319052  -1.1466954 ],1,neutral
41768,neutral, _ AFRIDI 1992 ko 1992 mai he chor du ab 2019 hai . Plz ye sab drame krne band kro . Aor kch kr k dkhao  ,[-0.22207452  1.3793952  -1.3478302 ],1,negative
34843,neutral,  Ali _ zay _ Dost ho ya parinda usse azaad chordo agr lot kr aya to tmhara hai or agr nahi aya to kabhi tmhara tha hi nahi ... . . . # zayw …  ,[-1.8272073  1.7912363  0.4122166],1,neutral
4823,neutral,  _ 54 ko khud ko to batting krne aati ni bus captain bana huwa he . naam ka Na toss jeet sakta h …  // t . co / y2LbdMmzyD  ,[-0.15490995  0.95330477 -1.0085309 ],1,negative
21355,negative,Don't marry your best friend Qki tum dono ne ek dusre ko bigada h Or fr dono mill kr apne baccho ko b bigad doge  ,[ 0.65044963 -0.00447684 -0.49131876],0,neutral
16811,neutral, _ sri  Tujhe bhi pata h .. mujhe doubt h sumellika ko lekar ... m bol rhi hu kya ki vo sch m h .…  // t . co / tmUp67EeFl  ,[-0.15532687  0.998275   -0.9649467 ],1,neutral
2294,neutral,Music is my life ...:red_heart: Thank you to Chhote Ustad ( Salman Ali ) for posting this on his Instagram stories today !!! :smiling_face_with_3_hearts:…  // t . co / gCkC5wx6n3  ,[-2.639826   2.1782246  0.7785608],1,neutral
16146,negative, _ shine _ glows  _ wave24 Acha thik hai .. bc is not a gaali .. its an emotion .. ye to last me aise hi lga diya th …  // t . co / nxVz8K7Hhy  ,[ 2.1663184 -1.0416628 -1.7362051],0,neutral
11734,neutral,Ye to epic hai apne kartuton ki jimmedari irctc pe daal rhaa hai launda ehh ehh ehh ehh  // t co / duYCUYpjqg  ,[-0.04688194  0.9235791  -0.9228289 ],1,neutral
23735,neutral, Mansoor _ Ali  _ FirdousPTI Owr  Mansoor _ Ali ap thory sharam kar laitay ap koo kyaa zarorat thi share karnay kee …  // tco / 8D7g8Vc6  ,[-0.6219934   1.4462589  -0.59133506],1,negative
4978,negative,   Death over ki okad bata deya bc block maar deya paid user ka lakho rupee lekr ye l …  // t . co / XROVQ1qPMp  ,[ 0.9557922  0.5664476 -1.8177639],0,negative
43804,positive,  Sir World Cup toh Humlayenge hi apna Kohinoor bhi leke ayiega All The Best Team India  ,[-1.7654269   0.21471262  2.0171106 ],2,neutral
35461,neutral,:face_with_tears_of_joy::relieved_face: ae ye jo bi fangirl hai thoda km chipke bc  // t . co / fqTL7RmXrW  ,[-0.16716547  0.881419   -0.9553687 ],1,negative
12158,neutral, _ kadbe     _   Ji nahi . aisa kuchh nahi hoga  ,[-1.2008638   1.7538124  -0.47116613],1,neutral
42208,negative,Yrr tume bada Rona AA RHA tum hi kehte the na freedom of speech honi chahiye usne bhi bol diya jaise tum kanhiya ke …  // t . co / X0SMuypeFB  ,[ 0.77905816  0.28742594 -1.2978985 ],0,neutral
16697,positive,  _ garg  _ comm  Thank you  for this recognition . Looking forward to work more with the fortinet team . # Power …  ,[-2.35617     0.19805382  2.6510816 ],2,positive
10395,neutral,  _ singh0710 Apna koi future nhi bata payega :backhand_index_pointing_right::winking_face_with_tongue:  ,[-1.2667506   1.6885496  -0.07519058],1,neutral
26254,negative,  Arre pahle chaukidaari chodiye ... Saheb resign Kar diye hai chief chaukidaar wali post se ... :face_with_tears_of_joy::rolling_on_the_floor_laughing:  ,[ 0.80546755  0.15846525 -1.2986673 ],0,negative
9020,positive,Desh ko ekjoot karne ki kshamta jisme h Desh ko tarakki ki or lejane ki kshamta jisme h Desh k sabhi jano k a vik …  // t co / dCuG5Ff4Nd  ,[-0.8550009  0.2051073  0.9141212],2,neutral
12291,positive, Gud than better for uh wasy b ap ki api's boht han na idhr enjoy :smiling_face_with_smiling_eyes:  ,[-2.3182418  1.0048772  2.080656 ],2,positive
1908,positive,# Vishwaroopam God entered destination Ejipura Rama Temple .. God bless everyone .. It will going to be Pride of Ejipur …  // t . co / GRrBfjRKrF  ,[-2.4202733   0.64823735  2.2421875 ],2,positive
25358,neutral, Kareena Kapoor Khan is a Hindu too ?  ,[-0.7533011  1.6419128 -0.9064132],1,neutral
34185,positive,  Bhai sree Narendra Modi ji aapko hamari or se bahot bahot badhai ab AAP ko mandir or Dhara 310 ka kaam karna he or is kam ke …  ,[-2.3719234  0.8167449  1.9827783],2,positive
16455,positive,Congrats LIVERPOOL :smiling_face_with_heart-eyes: my brother will sleep well and buy me ice cream :face_with_tears_of_joy:  ,[-2.4783144  1.3092332  1.8194273],2,positive
13047,negative, Kalu mama tum rote hi rehte ho yaha 1 hindu thelewale ki 15 muslim logo ne milkar pit pit ke hatya kar …  // t . co / cEU3grlNBN  ,[ 1.90347   -0.74506   -1.6617266],0,negative
12741,positive,  Thank you Lord for all the blessing that we cannot see Maging grateful sana tayo even sa pinakamaliliit na bagay na binibi …  ,[-2.3993723  0.8207966  2.15171  ],2,positive
6665,negative, Thik hai bolte rho or BJP k kami Ko ginate rho BJP in kamo Ko krk tumko chunao se pehle bolne ka m …  // t . co / dV9AvbsZlm  ,[ 0.8923303   0.46651793 -1.7649729 ],0,neutral
17656,neutral, Aafat _ here _ I have seen the video but itna afoos video per nhi howa jitna comments section main loogon k comments …  // t co / s6mxVtvA7p  ,[-1.2213092  2.310253  -1.1659584],1,neutral
11774,neutral, Sir ji aapne hamare comment ko lik kiya dhanyawad Sir ji aap apney sthar sey pharmacist key liy kuch karey  ,[-1.7622917   1.1205115   0.77745265],1,positive
21961,positive, Achi sooch hai sir .. Allah kry continue rhy .  ,[-2.3390634  0.7085146  2.3395548],2,positive
19717,neutral,  When Atif aslam said Koi apna nahi gham ke maaray hain hum I feel that . :broken_heart::broken_heart:  ,[-1.9290223  1.1358778  1.1301018],1,neutral
32512,neutral,  Merut me Jashn Mnane Pe Jise Mara gya Mullo Ne Wo Hindu tha Delhi me BeTi Ko Bchane …  // t co / MWnOmnVnoy  ,[-0.14448574  1.061803   -1.2553763 ],1,neutral
