Uid,Sentiment,clean_text,proba,preds
9050,negative,   Chutiye tum ho jo bevkuf ban gye and tumko tameez nhi h kisi ladki se kaise baat â€¦  // t . co / iN9zrQeGYk  ,[ 1.3849691 -0.7301378 -1.073985 ],0
40854,neutral, Duniya ko dkhne ke duniya bhar ke tarike hai . Parduniya ko kisi aur ke tarike se maat dekho . Duniya badi â€¦  // t . co / yx6Z5ann40  ,[-0.28973773  0.5399015  -0.48856622],1
6417,negative,Agr pakistan me one side lover ko jama kiya jai tu ek naya mulk ban sakta hai aur uska tarana ho Ja tujhy maaf â€¦  // t . co / GTZXzo5sYC  ,[ 0.8081599   0.10942166 -1.2331885 ],0
25928,negative, Abe chutiye bolna to sikh le . 12vi fail ko Kya pta desh kaise chalta h . Abe comedy ki kosis kar . Tere se vo b achi nhi hoti h .  ,[ 2.323613  -1.4784504 -1.4641081],0
11061,negative, sala kamina media delete this tweet . uski ex already deny kar chuki hai .  ,[ 0.81521016  0.65316045 -1.7922972 ],0
8576,neutral,  _ mixed _ up Idhar kadi ninda nahi kar payenge saab .. ðŸ:trade_mark:  ,[-0.2883884  1.2504284 -0.5251282],1
7831,neutral,P M Narender Modi ne Bharat ko Congress mukat bna diya Rahul Congress ko Gandhi mukat bna denge    ,[-0.80006415  0.7969556   0.02833906],1
1958,negative,  Sir kaahe bulaya tha is kaale kutte ko exit poll pe hagg diya na kutte ne Kutte ko ch â€¦  // t co / 1WMhew4OaG  ,[ 1.6156495  -0.30329567 -1.7942874 ],0
36228,positive, _ KPYadav  _ BJP Kp bhaiya zanta ko aapse bhut ummeed h aap h ki aap kam karoge orr modi ji k visvas â€¦  // t co / bsvWDLQMwj  ,[-2.3958986   0.45844927  2.669263  ],2
23221,negative,  Terrorists ka Separatists ka Naxalites ka Urban naxals ka Jehadiyon ka Tukde-tukde gang ka Corrupt dynasty ka Sabka hisaab kar â€¦  ,[ 1.6073047 -0.6412418 -1.3441031],0
28453,negative,  Lunch break me bhi darte hue last bench pe jaane waale bhi aajkal fb pe khud ko backbencher bolte hai Arre BC tum ideal st â€¦  ,[ 1.0029975   0.08660199 -1.3583475 ],0
31816,positive, TOTALLY MIND - CH - BLOWING ENTRY . MY HERO . MY CHAMP . TOTALLY FADU DHASU ENTRY ..ðŸ˜˜ðŸ¤˜ðŸ‘ SEXY BIKE SECY DA â€¦  // t . co / rKIBvsIqj3  ,[-1.8780503  0.3632218  2.0877495],2
30867,positive, # ValueTime _ ValueLife  Guru g teaches us that achhe krm kre sbka bhla kre g apke mrm â€¦  // t . co / dIZTSOCGpE  ,[-2.0977533   0.33705875  2.3029532 ],2
31454,negative,     Hindu upper caste ki baat bhi naa karo . Saari stories fake aur planted nikalti hain . From â€¦  ,[ 1.1249111  -0.00362554 -1.557907  ],0
42905,neutral, You will not go away Bhaijaan .. Never  ,[-0.56681424  0.7860807   0.12779018],1
12407,negative, _ Bhandari RG Not wearing clothes Ek soch hai . Jo pyjama kurta chaddi me Nahi hota . Woh Bina kapde Ke bi reht â€¦  // t . co / QW4PZMdUQb  ,[ 1.5604572  -0.31758228 -1.7735038 ],0
20583,positive,Jai Siyaram Today PM MODI ji ki dubara oath karne pr bhaut bhaut bhadhai From-BJP NDA samarthak rashtravadi mahagathbandhan Ram  ,[-2.0611537   0.56488276  1.9036727 ],2
44407,negative, Bhosadchod it shud be free for weaker sections of society .. Bhadwa Sala na ghr ka na ghaat ka  ,[ 2.2611473 -1.3287234 -1.4644498],0
26019,positive, Mam funny I see ram in ramzan !! Happy holiday . # JaiShreeRam  ,[-2.4432163  0.925416   2.037858 ],2
22441,positive, _ Dayar18 Wishing u a very happy birthday to your mummy ... Bhagwan unhe humesa khush rakhe nd healthy rakhe â€¦  // t . co / wzx9ymxomh  ,[-2.3057985   0.09764187  2.8694324 ],2
21966,negative,  BJP ka thekedar RSS hai na .. In dono k bade leaders ke daamaad Mulle h na ðŸ˜‚ .. bahar kar unko  ,[ 1.2356818  -0.41536126 -1.3023254 ],0
23714,neutral,  _ nasir   Tarek ! Apnay chashma ka aik number aur barha le takay Shaklon ko sahi pehchan ho werna Burqay ma â€¦  ,[-1.0135596   1.3664216  -0.25394177],1
17136,neutral,Not good for our Mental health naye kale we meet at   // t co / 2tT2DpEMXz  ,[-1.7424191   1.5390614   0.57394385],1
4250,negative,  Abe nutanki shangie kutte Diloge BAAJI krne se kuch ni hota Hindustan tere baap ki â€¦  // t . co / lm9fFntnU5  ,[ 2.4532163 -1.3346325 -1.636664 ],0
40138,negative, _ Bhau he alias banke BJP join to nahi karegi ?  ,[ 0.79810697  0.6562859  -1.7824545 ],0
29492,positive,PM shri narander modi ji ko 2 bara PM banaya jana par sube das washio ko bhot bhot dhanyawad  ,[-2.2656333  1.0675589  1.6469254],2
35713,negative, Mona Ji ... Ic Kuty k pily ko itni izat mat do .. Ye  Mariyam ka paid kuta hy ..   ,[ 2.0700142  -0.91318065 -1.6262937 ],0
33903,positive, Bhaijaan He is praying to Iblees with one eye closed Symbol of Dajjal  ,[-2.2302878  1.0353204  1.3969648],2
41432,neutral,Aur ye YUDKBH ke editors ko pure paise nahi dete kya jo aaye din # samaina scenes kaat ke ghar le jaate hai ..ðŸ¤­ shaya â€¦  // t . co / m9FY9zhFGK  ,[-1.3989758  1.4268267 -0.3154346],1
41867,neutral,  _ says  _ cocomo dard e dil ki aah tum na samjho gy kabhi har dil ka matam sar e aam nahi hota  ,[-1.9543388  1.3049905  0.9453676],1
17778,negative, Yah congress ke neta ke chatukaro ka hi sujhao hai jinke dwara chaukidar chor ka nara lagwa kar congre â€¦  // t co / pTdEyfzd2o  ,[ 1.3823977  -0.36233866 -1.4384334 ],0
18624,negative, Therez is page on facebook5saal krjriwalthat page has done most damage to u .. all full of antimodi â€¦  // t . co / qILhq9kAPe  ,[ 0.8452833   0.33977914 -1.5965759 ],0
31428,neutral, Account hack to nahi hoga hai kanhi ??  ,[-0.15775777  1.2033057  -1.3121992 ],1
37432,neutral, Rahul ko PM isliye nhi banaya uss samay rahul baba k paas sarkar chalane wala dimag nhi tha aur man â€¦  // t co / 0UP1uTWoyB  ,[-0.41050178  1.0336705  -0.83347446],1
9767,neutral, Mmm Chanda see you made me accidentally smile at someone and they smiled back ðŸ˜‚  ,[-2.1270201  2.0865288  0.6741825],1
40069,positive, priy har Dil ajeej Kaviraj apse ek madad chahiye ek bahut hi bade mudde par aapse baat karna chahte â€¦  // t . co / Vz3MYkf9FB  ,[-2.3228328  0.5019312  2.2631006],2
6637,positive,a great effort to connect with us ! although it â€:trade_mark: s been a week i fee like i â€:trade_mark: ve known y â€:trade_mark: all for years ! ðŸ¥ºðŸ¥º eek cheesy â€¦  // t . co / ui1jXkAw6T  ,[-2.632641    0.94468844  2.5354    ],2
30994,negative, Is jese chutyon ka paper ho to 10-15 question modi ke bare me puchh lo ye sale khali chhod ke aa jyenge  ,[ 2.1188352 -1.0781709 -1.6632504],0
41952,positive,I want to say Â  Happy Birthday To Youwith all my extremely loud voice ) I hope all your dreams and wishes will come â€¦  // t co / Uv5aCZhoHR  ,[-2.5814228   0.59574896  2.7278337 ],2
20976,neutral,Tanhaiya to aksar tanha thi tanha ab raat ho gyi Ab to khwabo me bhi nhi aate wo Na jane kaisi ye baat ho gyi  // t co / v4Cz81oQp8  ,[-0.90686506  1.1424569  -0.1201896 ],1
9492,neutral, __ acha ... prr mny kbhi kisi ko ni btaya ... in fact k asha api ko bhi kbhi ni btaya .... tere ko kesy pta chla rey ?ðŸ˜ž  ,[-0.53576785  1.369873   -0.4217832 ],1
19383,neutral,  I don't have any mole or freckle on my wrist . Ya Pata nahi bartan dho dho ker ghissa lia hai . ðŸ˜‚  ,[-0.09838866  0.9614831  -0.9503309 ],1
40164,neutral, sir begumpura express me A 1 ki a . c kharab ho rakhi hai .. Passenger pareshaan hai .. Baccho ka garmi se â€¦  // t . co / 0YNEe45lby  ,[-0.14965004  0.9572816  -1.0854217 ],1
3784,neutral, Rahul ji khushi ki baath hai aapne one month keliye party spokesperson ko tv debate me nahi rehne ka n â€¦  // t . co / 6rICDnh5DH  ,[-2.2906926  1.6075954  0.9516901],1
658,positive,India voted for - stability - strength - 100% electricity - Ujjwala yojana - DBT - Swachchh Bharat - growth - bette â€¦  // t . co / 9lYtDM2Xup  ,[-1.7810841   0.65458953  1.3917229 ],2
10623,neutral,  ye aap logo ne kya kiya .  baba ko hara diya or  ko is Gaatbandha â€¦  // t . co / NUi4Iy9suP  ,[-0.41155115  1.6514136  -1.3302788 ],1
10421,positive, Apko central govt mean koi minister bnaya jaye aisi umeed karta hun Apke pita ji ke liye dukh hua Rip ðŸ˜“  ,[-2.381252   1.150904   1.7884748],2
13219,negative,  _ zeb Kuon kay opposition sawaal nahy kerty sirf bakwas kerty hai ab is ka bhala kia jawab ho  ,[ 0.875246    0.06647163 -1.1441588 ],0
4943,neutral,    _ music The winner for the REGGAE / RAGGA SONG OF THE YEAR is CHINA -  _ music # GrooveAwards2019 â€¦  ,[-2.395073   1.5093158  1.3110678],1
25438,positive, _ vis Really appreciate your true spirit sir !! One day he will bring the change we dream ! # JaiJanaSena # JanaSena # PawanKalyan  ,[-2.40994     0.20678952  2.9435136 ],2
11628,positive,My Great Chairman ke worker se muhbat dekh kar Aaj Sheed Z bhutto or Sheed Rani ke yaad taaza hogae Hum bari Nase â€¦  // t . co / WsSBkD6xvO  ,[-2.006187    0.08800788  2.4610395 ],2
711,negative, Hai saala self acclaimed critics joh bc ab humse panga le raha hai .  ,[ 1.3414667 -0.8805405 -0.9469407],0
15670,neutral, They used to say this in our school as well . Also that there is an AATMA in the washrooms ...  ,[-1.2024949   2.1870506  -0.99851304],1
3853,neutral,ðŸ‘ on  Ve Maahi | Kesari | Cute Love Story | Akshay Kumar & Parineeti | Latest Hindi Song | Samarth Swarup  // t . co / gAmSrSoiNy  ,[-2.1070025   2.2289581   0.00254101],1
15060,neutral,   Let see unhe tag karte hai free hue toh ajayenge   ,[-1.3531821  2.230164  -0.8963087],1
14554,neutral,  Fir makeup kiya suit pahnaya aur hero ghar aaya . Tumne ye video dikhakar bilkul sabit â€¦  // t . co / sitLqFndnn  ,[-0.5893946  1.3838266 -0.7438281],1
35867,positive, _ mohsin Haaye ðŸ˜â¤ï¸ thankyou soo much for this beautiful edit â¤ï¸  ,[-2.4750779  0.5092148  2.6693258],2
13305,positive,AP CM Y S Jagan mahan Reddy  congratulations sir Looking for the great heights of Andhra Pradesh  // t co / eIOTyrphqN  ,[-2.5870793   0.46991268  2.7452972 ],2
29394,negative,    MODI JI MAI DELHI KA C M BNAA TO SABSE PAHLE P M KEY CHARAN CHOOKER NAMAN KRUNGAA DELHI KE 1â€¦  ,[ 1.5740546 -0.8905232 -1.1032653],0
12557,positive,Ye Raaten Ye Mausam Nadi Ka kinara ...... enjoyed playing this beautiful retro song at a destination wedding in Mumba â€¦  // t . co / MYDqpDOfgR  ,[-2.3852456  0.8914933  2.0297222],2
31960,neutral,   Par ye to batao ki jab gaadi pe no . Likha hai to homeguard jhoot kyun bol raha hai  ,[-0.01236841  0.7085801  -0.8577562 ],1
21998,positive, Manik Bhai aap log Ko samajhna Hoga Modi ji ko samajhne ke liye Aisa Insaan chahiye Jo Barat kuch Le â€¦  // t . co / xodP8fohqC  ,[-2.4608133  1.2166554  1.8253436],2
19183,positive, Lagta hai aap bhi IK ki aulad ho .. Sharam karo !! What u give is what u get in life .. Allah duniya me â€¦  // t . co / 3vIf5eROzG  ,[-0.6645325  0.1273176  0.8237167],2
14607,negative,Good things happen to those ....... I Don't know to whom sala kalyug hai yeh . ek to Bhalai ka jamana nahi aur b â€¦  // t . co / kGMIlZoZbU  ,[ 0.89045686  0.08093923 -1.2195181 ],0
24332,positive,I wish hum hota kasam se jo Bilal bol ka wo he kar ka Very good idea bilal ji  _ khan â€¦  // t . co / 7wDVTDD8kY  ,[-2.4867997   0.64688593  2.500241  ],2
31484,negative,   fake news laana bnd kr munnaa warna kl ko ye naa pta chle tera baap bhi fake hi tha ðŸ¤£ðŸ¤£ðŸ¤£  ,[ 1.3473012  -0.23103894 -1.3121591 ],0
36442,positive,Dunya mein 3 tarah ke log hotay hain . 1. I love Cricket 2. I don't like Cricket 3. Mera to 99 World cup ke baad int â€¦  // t . co / cvHOdlzfO5  ,[-1.4360099  0.1985187  1.6898103],2
29370,positive,Ek baar for modi 2 sarkar banne par sabhi desh wasiyo ko hardik subhkamnaye  // t . co / 7RZFJxhahJ  ,[-2.504781   0.6521447  2.329352 ],2
33705,negative,   Teri gaand me mera lund saley Sindhi bhadwe ðŸ˜œ teri pichwade ka Pakistan madarcho â€¦  // t . co / q1mWsVvZ9C  ,[ 2.4556887 -1.606409  -1.4056289],0
41402,positive,   _ Rashid  Bhai .... Koi militant nhi bnega .... Sb log saath me pyar aur khushi se rhenge ...  ,[-2.1043162  0.5042645  2.2646346],2
22532,negative, _ miya  Iske jaise mulle hi nafrat ka zahar gholte hain Tum log to hinduon ka panee bhi peena â€¦  // t co / ZqYScylasH  ,[ 2.136822  -1.175022  -1.5843279],0
11797,neutral, _ NN kuch b ho di hamare desh k log happy han ab jb janta bhukha mrna chahti hai to isme sarkar ki koi galti â€¦  // t . co / 3NxsobleII  ,[-0.22615202  0.2700891   0.01407183],1
19478,neutral,  1/2- # Socialimpact Jab Bharat Padega Tab India Badhega !  continues to touch lives through its Social Impact p â€¦  ,[-1.1737475   0.89087725  0.5690087 ],1
6149,negative,Act . Ye to  ne khud hi marwali hai ..  // t . co / S2nFk4Ej9h  ,[ 1.0632648   0.34910205 -1.6408447 ],0
533,neutral,  _ PRS How can people not like tinda ? Tinde ka bharwan and juicy ripe mangoes for dinner make summers bearable .  // t . co / oj5GU â€¦  ,[-1.2228446   1.900866   -0.30838066],1
29452,positive, _ PATRAg  Sir ji pur aapki seva bekar nhi jaygi mujhe pure umid h modi ji aapko koi n koi mantri â€¦  // t co / bKZMmtgi2y  ,[-2.1635184   0.11047431  2.7133217 ],2
17607,neutral, Kuty wali har lgti mujhe tou zalalat better hoti kuch  ,[-0.7515823   0.8246104  -0.06881142],1
29672,positive,   Bhut sundar bhai ðŸ‘ŒðŸ‘ðŸ˜ŠðŸŒ¹ðŸ:trade_mark: ðŸŒ¹ Good morning Radhe Radhe ðŸŒ¹  ,[-2.4189477  0.7235564  2.40615  ],2
10965,negative, YogendraYadav Tu saale do koddi k insan .. Voters k collor pakdega ... tu saale tatti dimag me le k gumta h or tujhe â€¦  // t . co / QPq2B3xSwA  ,[ 2.1892924 -1.3243818 -1.4156492],0
41602,positive, Namastey i am from India and i loved ur post with ashish chanchalani pls do a collab plssssssss ðŸ:trade_mark:ðŸ»ðŸ:trade_mark:ðŸ»  ,[-2.5171382   0.47530812  2.7932768 ],2
28983,positive, Salim Miyaa Mullah Best you Cross over ðŸ‡µðŸ‡°ðŸ½ðŸ· ðŸ•‹â˜ªï¸ as we are always going to VOTE Right for # PMnonStop Aga â€¦  // t . co / vIQOmMKzR9  ,[-2.5834029  1.5427202  1.5810688],2
34169,positive,Happy Birthday Gopi Sundar !! # gopisundar # HBDGopiSundar # birthday # GopiSundar # HappyBirthday # singer # May30 â€¦  // t co / bOYWbEy1PO  ,[-2.575894    0.69163436  2.652113  ],2
15157,neutral, Tarek sahab you have brought up very relevant issue . You have great empathy ability to feel for others â€¦  // t . co / AccQieS13v  ,[-1.7111518   1.4547483   0.31008118],1
3445,neutral, _ anand This question is like what is worse ? 1. Gooh 2. Tatti  ,[ 0.07059733  1.3150934  -1.4121609 ],1
40194,negative, _ kya be chutiye . Bola tha na BJP ko 60 se zyada seat aye to tu jail jayega ? Mard ka baccha hai to apne â€¦  // t . co / 870dERYvW2  ,[ 2.3156703 -1.0800974 -1.7002968],0
43158,neutral, Main tu kahta hon k bus jitny b fake political log Hain parda farma jayein inki zarorat nai ab ....  ,[ 0.06810165  0.44590616 -0.42555597],1
10855,negative, Abhay gadhay IK ki govt jaanay ka keh rahay hain teri Abu ki dictatorship ka nahe keh rahain  ,[ 1.7242835  -0.92873466 -1.3141707 ],0
20931,neutral,All in One Super Entertainer Promo - Back to Back Promos # Dhee # DheeJodi # Jabardasth # ExtraJabardasth # PovePora â€¦  // t . co / ZJ8WmyAkiZ  ,[-2.5311072  2.0072052  1.0215342],1
28635,neutral,Jvvnl ke whatsaap number per complaint karne per koi response nahi milta or nahi jvvnl ke help line 18001806045 per â€¦  // t . co / 1FlwLnTS7s  ,[-1.3391604   2.1258476  -0.79586375],1
316,neutral,The gamble better pays off coz Moura was Gona tire Van Dijk n his partners # UCLfinal  ,[ 0.5779373  0.640023  -1.3523909],1
2562,neutral, Sir ji ek nazar idhar bhi .......ðŸ:trade_mark:  // t . co / ImU0AjhFJ6  ,[-2.5543487  1.7715744  1.150357 ],1
23646,negative,  BHARATIYA JANATA PAY DOES NOT BELIEVE IN HINDU RELIGIONPATRIOTISMINDIAN CONSTITUTION & SECULARISM . BJP DOES NOT F â€¦  ,[ 0.2757702  -0.00702294 -0.457761  ],0
31997,negative,  _ Style  __ Aditya  _  _   Ye saale chutiye hn 8â€¦  // t co / NCd8TkvOa7  ,[ 2.3875773 -1.3033491 -1.5929115],0
11232,neutral,  trust me ... lol ... that is NOT what brings me here ! LOL !!!  ,[-1.4156127   1.7903099  -0.09452672],1
11696,neutral,  train no 54391 ki power fail ho gyi hai train bahjoi station pr khadi hai tatkal pow â€¦  // t co / JHUTEi3Pam  ,[-0.22157292  1.1313792  -1.2574849 ],1
4163,neutral,  # ISupportPriyankaSharma Your time is up  Aapka time ab jayega  // t . co / 23Iw1EryNc  ,[-2.6966646  1.6679441  1.378084 ],1
12425,negative,   Kaanto ka Taaj h Abki Baar Sarkar ... MMS ki kamayi Arthvyavastha ab ho Chuki h Parai .. Bazar k Haath khe ; ne k â€¦  ,[ 0.43812856  0.16964935 -0.9823279 ],0
21937,neutral,* In exam hall * Me to my friend Bhai scale hai ? He ( Ignores me and said ) Nahi Me Pencil hai ? He Nahi M â€¦  // t . co / 62naAApIEs  ,[-1.4473805  2.255789  -0.8576557],1
38446,neutral, Mansoor _ Ali Got this msg from baji maryam  ,[-0.74111664  2.1870909  -1.3782706 ],1
3595,negative, _  _ IND   BC ab jisne bhi Kiya hai bachega nahi budhiya use si â€¦  // t . co / PylOsVUDlE  ,[ 1.4395776  -0.24256514 -1.5789757 ],0
43579,negative, A Tejaswi Babu Rajneeti natok gundagardi se chalti Hai Aur na ki Jatt biradari se chalti Hai maidan Mei â€¦  // t co / E8xWd24rwf  ,[ 0.5399534   0.23711061 -1.0778708 ],0
37795,negative, Ye Saale desh ke khilaap aur Modi Ji ke khilaap bolne waale kabhi nhi sudhar sakte . Enko Desh ki t â€¦  // t . co / 6tHNGgpnn4  ,[ 1.581903  -0.9342869 -1.0870268],0
7286,neutral,Sir vijay baghel ji ko jeet ki subhkamnaye or latest updates ke liye youtube me nation 1st channel ko subscribe kij â€¦  // t . co / 7PVHPnacRL  ,[-2.4396598  1.846501   0.9080582],1
22800,negative, Ye news ka detail toh pta karleti pehle !! Bss bc kuch bhi daalna hai !!  ,[ 1.8203704  -0.58423805 -1.6747761 ],0
38958,negative,  Rahi bat is ran  ki iski free me bi na dalu gobar chu  nhi dalta me pata nhi kitne le chuki hai ye ðŸ˜‰ðŸ˜‰  ,[ 0.85113704  0.16354473 -1.3701277 ],0
17202,negative, _ Tu     Tu to Obama ki chaddi ko hi nahi chhod pa raha h â€¦  // t . co / LQPrrmaPDa  ,[ 1.3266089  0.1154695 -1.5935771],0
16773,neutral,  _ c   Wish you were there !  ,[-2.5984356  1.6927744  1.4778678],1
11192,neutral,innovator of earth ko kill kr ne ki kosis hui mobile phone laptop sab kuch nast ho gaya EMERGENY POLICE LUCKNOW BHEJO  ,[-0.21278019  0.6797744  -0.0486652 ],1
2952,neutral, _ wala 3rd k bad ap ne school chor diyaa tha -_-  ,[-0.49798307  1.5621583  -1.0462369 ],1
34247,negative,  Madar chod jab fire brigade Ko jala diya tha andolan me tab uske vahi Sidhi vala à¤µà¥à¤¹à¥€à¤•à¤²â€¦  // t co / xs7BQwwznz  ,[ 0.6487151   0.19737443 -1.1849935 ],0
19451,neutral,aise bat galat to nahi hai na  Ji agar nahi kahi aapne to kahni chahiye  // t . co / xtWgGseZY5  ,[-0.47983786  1.2210166  -0.79161626],1
11866,positive,  So Humanity is Trending No 1 ] Ek Perfect Massage Sare Indians Ke Liye Ki Sabse Pehle Desh Hai Nation First ðŸ:trade_mark:‚ Ni â€¦  ,[-2.2708921  0.6214653  2.4683132],2
11215,neutral,  She tried to make a joke and it was a very Pakistani one kuch nahi ho toh india ka â€¦  // t co / boveJH6q4f  ,[ 0.07933543  0.7450111  -0.77650917],1
18015,neutral,  This proves one thing that there is no One Point Contact or Source in Govt to share information in Media . So mediapersons â€¦  ,[-0.4442127  1.6067656 -1.3015335],1
38303,negative,Koi kisi ka vote nhi kat ta kisi party me dam hy bjp ka koi vote katle bjp hindu ke name pe vote mangta baki bhi sa â€¦  // t . co / h26WxQAvBJ  ,[ 0.4546906   0.43672916 -1.3320925 ],0
3782,positive,  _____ Dheere dheere se meri zindagi mai aana ..... My current favorite song from # YehRishteyHainPyaarKe It's so soothing n he â€¦  ,[-2.591115   0.6960349  2.4611247],2
42438,positive,May Allah bless us all with strong imaan taqwa piety a pure heart and good manners . ðŸŒ¹ Ya Allah give me eyes t â€¦  // t . co / tEPao6LoQb  ,[-2.2363088  -0.07673099  2.901896  ],2
32427,neutral,Voting ka adhikar uski ma ne diya tha uske baap ne jo chhin legi .  // t . co / svLO6luPq6  ,[-0.41688672  1.3097321  -1.2878678 ],1
31370,negative, _ rathee  Tujhe kabhi islamist nhi dikhte sale . Tu left ka kutta hai . Tujhe sadhvi pragya dikhti â€¦  // t . co / 5NzL24hKV1  ,[ 1.5985556  -0.62308145 -1.3670404 ],0
5356,negative, Remove  she is serving for her family .. apne husband ko job delane k liye bhe ye aurat hath pao mar rahe he  ,[ 1.3462574 -0.2928578 -1.2488437],0
43708,positive, _ chahal    Chahal bhayi super  ,[-2.34401     0.85994256  2.2184148 ],2
44655,negative, Yai chutia drama band kray aur match pr focus kray  ,[ 1.63685    -0.78448206 -1.2767104 ],0
43669,positive,Modi uncle aaj aapki swearing ceremony hai 2 0 Aur mera 3 0 birthday What a coincidence Luv u Modiji â€¦  // t co / 9j7bhE3k8v  ,[-2.1258657  1.0429171  1.7738373],2
41976,positive,# InspirationOfMillions  guru ji ek saint to hai hi magar iss desh ko aage badhne ke liye bhi logo â€¦  // t co / n6YC16bux6  ,[-2.1725025   0.46929672  2.2889411 ],2
27582,positive, Congratulations To Jagat Prakash Nadda Sir For Becoming Union Health Minister Of India . I Wish Him Best of â€¦  // t . co / hUUyx9kEa6  ,[-2.2556596  -0.11794665  2.951087  ],2
25744,positive, Always thought you had loads of talent . Time bad unde bhayya . Time pattina sare script choosi teesko bro . All the best .  ,[-1.709295   0.3994535  1.600485 ],2
40937,neutral,  Wse Asaduddin ki kabiliyat par to hume koi doubt nhi h he is a barrister .. lekin unh â€¦  // t . co / 0SYW8x4mWb  ,[-0.7746922  1.1524433 -0.4623652],1
6917,negative,    varied Krane ki chal h teri bc har jagah dimak hi lgati h â€¦  // t . co / rOCkUN2ksi  ,[ 2.381319  -1.4479066 -1.641828 ],0
27060,positive, hello sir thanks to again come as our best pm i hope ki aap kuch hamari madad karnge hm bs karj se ma â€¦  // t . co / QaFH10apRJ  ,[-2.375149   0.4802411  2.6316915],2
25623,negative,Pak VS west Hum shirminda Hai Pak team ki jo buri halat uska zamdar Imran Khan ki galat policy aur interfair karna â€¦  // t . co / 20Abbhus8m  ,[ 1.1021904 -0.3364534 -1.0585423],0
7896,positive,You know you love me XOXO gossip Han and Shan  ,[-2.23443    0.4341254  2.130539 ],2
44997,neutral,  so the economy of a great country is now termed as Dhandha  ,[-0.71090686  0.68570644  0.07654917],1
17458,negative,Some people on social media are Thekedar of RW ideology They issue certificate who is RW and who is not Bhagwan bachaye aise logo se  ,[ 1.4567711 -0.175529  -1.5052714],0
41591,neutral, __ Anthony She eating so much food when she should be eating my di - nvm my bad  ,[-0.8564037  1.6627449 -0.8343891],1
12926,negative,Hum bole to kisiko nahi sunna tha Ab unke log hi bol rahe hai Congress ki arrogance unko bhari padi Ab bhuka â€¦  // t co / XuKKZlP2KZ  ,[ 1.4995791  -0.74028105 -1.3136127 ],0
28275,negative,  _ 14  Self troller bhikhari  Ye dekh m @  SRK ne Tax bharke Teri maiyya ch  di Ab tu dikha ki Ma â€¦  ,[ 2.2462547 -1.0580381 -1.6443913],0
28031,neutral,   _ Jackson _   _ 7777   â€¦  // t co / hpAGAqXEz2  ,[-1.7478886  2.5230362 -0.5897985],1
30935,positive,  SoWe Did It Again . Congratulations # India Congratulations  Ji Congratulations  Ji Congratulations â€¦  ,[-2.3738148   0.20139773  2.8982124 ],2
6488,negative, Sale gosh ka to pta kr lete h mgr kabhi kisi n ye pta nhi 40 kase mre haram khor h sale sb kuch musalman â€¦  // t co / x1RYRumB1D  ,[ 2.2829304 -1.3868512 -1.5294464],0
42492,neutral, _ hanjra   Hahahaha chalein yeh bhi dekh lein ke di thi yah nahi . ðŸ˜‚ðŸ˜‚ Btw us ne apne â€¦  // t . co / dZPqq87wOr  ,[-0.28712013  1.2418143  -0.8849015 ],1
22503,neutral, In India logo ko baithne ki jagah nahi milti library kaha kholenge wo bhi public transport me  ,[-0.14276265  1.0188812  -1.2411585 ],1
11960,negative, _ mukul  Ch .... ya hai marne do . Sale sare dalle blue tick lagwake baite hai BC  ,[ 2.3385026 -1.3042203 -1.5660808],0
4625,positive,I love going on dates w my boo ðŸ¥°  ,[-2.5084608   0.57272846  2.475896  ],2
26085,neutral,   Follow Back Celeb Sir Bhaijaan Nhi Diye Ap Hi Kar Do Na  ,[-2.1117418   2.19393     0.16075894],1
13336,neutral,  Aaj yaad toh bohat aarahi hogi hamari ?  // t . co / t47etbG9mU  ,[-2.2938406   2.045503    0.68050367],1
215,neutral, Try as hard as you can but you are going to jail at the end . You can't save yourselfAbba and phopho .  ,[ 0.21710494  0.8753103  -1.0498412 ],1
3338,neutral, Alhamdulilah mai to nahi hon .. And perfume bht han bas kabhe perfume ki advertisement nahi bna .. ðŸ˜›  ,[-2.3119814  1.5292102  1.3645995],1
20510,negative, Are koi ni  apne yaha se terrorist to bhej hi sakte hi  ,[ 1.4844534  -0.24023208 -1.6215389 ],0
24203,negative,Kichad uchal rahi ho .... Kabhi khud ki sarkar se bolo ki kiya kre ... Pakistan se ja kr na bole ki modi ko hatane â€¦  // t . co / JCH0ujWrig  ,[ 0.77719223  0.18897328 -1.3156567 ],0
31010,negative,    _ MCC Tum anpadh pakistanio ko nahi samaj ayega ðŸ˜‚  ,[ 1.2282944  -0.04868244 -1.5607725 ],0
26926,negative, kahan ho be khujliwala .... sorry to say that but I m very angry with congress .  ,[ 1.6968875 -0.7974489 -1.4956162],0
19581,neutral,  Allways  BHAIJAAN ðŸ’ªðŸ:trade_mark:Œâ:trade_mark:¥ï¸ # PaidMediaCantHarmSALMAN # kirraak  // t co / Ijq9QN07kx  ,[-2.0553725   2.3063176   0.05695466],1
21262,neutral, _ yourDad  _ 24k    _   tujy toh sister joke se fursat nahi khusree  ,[-1.144591    1.4378935   0.10362675],1
38053,neutral, Bilkul sahi kaha aapne Jis tarah haar ke baad bhi aapne kaam karna nahi choda ye darshata hai ki Ka â€¦  // t co / DhI8EBkAm3  ,[-1.352695    0.9471795   0.66800064],1
20245,negative, _ hun  Tharak nai hai Raab ki banai mahluk ki tarif hai ðŸ˜‚ ðŸ˜‚  ,[ 0.55867237 -0.01522711 -0.45881024],0
