Uid,Sentiment,clean_text,proba,preds
2952,neutral, _ wala 3rd k bad ap ne school chor diyaa tha -_-  ,[ 0.50664514  1.0380552  -1.2854173 ],1
34247,neutral,  Madar chod jab fire brigade Ko jala diya tha andolan me tab uske vahi Sidhi vala à¤µà¥à¤¹à¥€à¤•à¤²â€¦  // t co / xs7BQwwznz  ,[-0.7666899  1.3687947 -0.6090912],1
19451,neutral,aise bat galat to nahi hai na  Ji agar nahi kahi aapne to kahni chahiye  // t . co / xtWgGseZY5  ,[-0.47868863  1.2224572  -0.4596023 ],1
11866,positive,  So Humanity is Trending No 1 ] Ek Perfect Massage Sare Indians Ke Liye Ki Sabse Pehle Desh Hai Nation First ðŸ:trade_mark:‚ Ni â€¦  ,[-2.5575948   0.02994119  2.2037988 ],2
11215,neutral,  She tried to make a joke and it was a very Pakistani one kuch nahi ho toh india ka â€¦  // t co / boveJH6q4f  ,[ 0.20967458  0.7533062  -0.7905319 ],1
18015,neutral,  This proves one thing that there is no One Point Contact or Source in Govt to share information in Media . So mediapersons â€¦  ,[-0.0771131  1.6897987 -1.3613461],1
38303,neutral,Koi kisi ka vote nhi kat ta kisi party me dam hy bjp ka koi vote katle bjp hindu ke name pe vote mangta baki bhi sa â€¦  // t . co / h26WxQAvBJ  ,[ 0.65526646  0.67418844 -1.2665242 ],1
3782,positive,  _____ Dheere dheere se meri zindagi mai aana ..... My current favorite song from # YehRishteyHainPyaarKe It's so soothing n he â€¦  ,[-2.6646056   0.43320972  1.7610196 ],2
42438,positive,May Allah bless us all with strong imaan taqwa piety a pure heart and good manners . ðŸŒ¹ Ya Allah give me eyes t â€¦  // t . co / tEPao6LoQb  ,[-2.0110555  -0.36496928  2.3147593 ],2
32427,neutral,Voting ka adhikar uski ma ne diya tha uske baap ne jo chhin legi .  // t . co / svLO6luPq6  ,[ 0.43440658  0.588142   -0.93533623],1
31370,negative, _ rathee  Tujhe kabhi islamist nhi dikhte sale . Tu left ka kutta hai . Tujhe sadhvi pragya dikhti â€¦  // t . co / 5NzL24hKV1  ,[ 1.4316233   0.00919095 -1.4160815 ],0
5356,negative, Remove  she is serving for her family .. apne husband ko job delane k liye bhe ye aurat hath pao mar rahe he  ,[ 0.8386974  -0.39558572 -0.5786753 ],0
43708,neutral, _ chahal    Chahal bhayi super  ,[-0.03661691  0.53366184 -0.29140723],1
44655,negative, Yai chutia drama band kray aur match pr focus kray  ,[ 2.2120237  -0.08861968 -1.8168908 ],0
43669,positive,Modi uncle aaj aapki swearing ceremony hai 2 0 Aur mera 3 0 birthday What a coincidence Luv u Modiji â€¦  // t co / 9j7bhE3k8v  ,[-2.196002   -0.51996845  2.5194008 ],2
41976,neutral,# InspirationOfMillions  guru ji ek saint to hai hi magar iss desh ko aage badhne ke liye bhi logo â€¦  // t co / n6YC16bux6  ,[-1.6405071  1.1650093  0.6227098],1
27582,positive, Congratulations To Jagat Prakash Nadda Sir For Becoming Union Health Minister Of India . I Wish Him Best of â€¦  // t . co / hUUyx9kEa6  ,[-2.5452487  -0.04064285  2.5082626 ],2
25744,positive, Always thought you had loads of talent . Time bad unde bhayya . Time pattina sare script choosi teesko bro . All the best .  ,[-2.3726149  -0.26361817  2.23729   ],2
40937,neutral,  Wse Asaduddin ki kabiliyat par to hume koi doubt nhi h he is a barrister .. lekin unh â€¦  // t . co / 0SYW8x4mWb  ,[-0.10741616  1.0545708  -1.0220052 ],1
6917,negative,    varied Krane ki chal h teri bc har jagah dimak hi lgati h â€¦  // t . co / rOCkUN2ksi  ,[ 1.6206361  -0.11044955 -1.4582357 ],0
27060,positive, hello sir thanks to again come as our best pm i hope ki aap kuch hamari madad karnge hm bs karj se ma â€¦  // t . co / QaFH10apRJ  ,[-2.0661135  -0.06088492  2.1554143 ],2
25623,positive,Pak VS west Hum shirminda Hai Pak team ki jo buri halat uska zamdar Imran Khan ki galat policy aur interfair karna â€¦  // t . co / 20Abbhus8m  ,[-1.5049782  0.0581401  1.4255477],2
7896,positive,You know you love me XOXO gossip Han and Shan  ,[-2.4865203 -0.510319   2.269374 ],2
44997,negative,  so the economy of a great country is now termed as Dhandha  ,[ 0.3826203   0.20301446 -0.7824293 ],0
17458,negative,Some people on social media are Thekedar of RW ideology They issue certificate who is RW and who is not Bhagwan bachaye aise logo se  ,[ 1.9357629  -0.22995107 -1.6843358 ],0
41591,neutral, __ Anthony She eating so much food when she should be eating my di - nvm my bad  ,[ 0.1790826  1.1247034 -0.9033862],1
12926,negative,Hum bole to kisiko nahi sunna tha Ab unke log hi bol rahe hai Congress ki arrogance unko bhari padi Ab bhuka â€¦  // t co / XuKKZlP2KZ  ,[ 1.3147243   0.04347088 -1.3362452 ],0
28275,negative,  _ 14  Self troller bhikhari  Ye dekh m @  SRK ne Tax bharke Teri maiyya ch  di Ab tu dikha ki Ma â€¦  ,[ 1.8918935 -0.0766471 -1.7408265],0
28031,neutral,   _ Jackson _   _ 7777   â€¦  // t co / hpAGAqXEz2  ,[-0.90528995  2.2905169  -0.4642291 ],1
30935,positive,  SoWe Did It Again . Congratulations # India Congratulations  Ji Congratulations  Ji Congratulations â€¦  ,[-2.3394814  -0.15847367  2.2398982 ],2
6488,negative, Sale gosh ka to pta kr lete h mgr kabhi kisi n ye pta nhi 40 kase mre haram khor h sale sb kuch musalman â€¦  // t co / x1RYRumB1D  ,[ 1.5208442  -0.21712983 -1.2446917 ],0
42492,neutral, _ hanjra   Hahahaha chalein yeh bhi dekh lein ke di thi yah nahi . ðŸ˜‚ðŸ˜‚ Btw us ne apne â€¦  // t . co / dZPqq87wOr  ,[-0.9970588  1.8547646 -0.5164321],1
22503,neutral, In India logo ko baithne ki jagah nahi milti library kaha kholenge wo bhi public transport me  ,[-0.05118904  1.0667514  -0.99656194],1
11960,negative, _ mukul  Ch .... ya hai marne do . Sale sare dalle blue tick lagwake baite hai BC  ,[ 0.9543085  0.4116261 -1.1153091],0
4625,positive,I love going on dates w my boo ðŸ¥°  ,[-2.605179    0.03123027  2.0353937 ],2
26085,neutral,   Follow Back Celeb Sir Bhaijaan Nhi Diye Ap Hi Kar Do Na  ,[-1.2541274  1.7550579 -0.2638593],1
13336,neutral,  Aaj yaad toh bohat aarahi hogi hamari ?  // t . co / t47etbG9mU  ,[-2.2362943  1.9985331  0.586009 ],1
215,neutral, Try as hard as you can but you are going to jail at the end . You can't save yourselfAbba and phopho .  ,[-0.2640366   0.9161557  -0.39348096],1
3338,neutral, Alhamdulilah mai to nahi hon .. And perfume bht han bas kabhe perfume ki advertisement nahi bna .. ðŸ˜›  ,[-0.61254555  1.5362465  -0.88640994],1
20510,negative, Are koi ni  apne yaha se terrorist to bhej hi sakte hi  ,[ 1.4255762  -0.16387188 -1.2695911 ],0
24203,negative,Kichad uchal rahi ho .... Kabhi khud ki sarkar se bolo ki kiya kre ... Pakistan se ja kr na bole ki modi ko hatane â€¦  // t . co / JCH0ujWrig  ,[ 1.8013278  -0.26793146 -1.4025158 ],0
31010,neutral,    _ MCC Tum anpadh pakistanio ko nahi samaj ayega ðŸ˜‚  ,[ 0.53404325  0.74715906 -1.1085341 ],1
26926,negative, kahan ho be khujliwala .... sorry to say that but I m very angry with congress .  ,[ 1.9727823  -0.44449103 -1.4424976 ],0
19581,neutral,  Allways  BHAIJAAN ðŸ’ªðŸ:trade_mark:Œâ:trade_mark:¥ï¸ # PaidMediaCantHarmSALMAN # kirraak  // t co / Ijq9QN07kx  ,[-2.3100107  2.1846197  0.3019303],1
21262,neutral, _ yourDad  _ 24k    _   tujy toh sister joke se fursat nahi khusree  ,[-0.33303854  1.6945708  -0.99609655],1
38053,neutral, Bilkul sahi kaha aapne Jis tarah haar ke baad bhi aapne kaam karna nahi choda ye darshata hai ki Ka â€¦  // t co / DhI8EBkAm3  ,[-2.2184753  1.265511   1.0599412],1
20245,neutral, _ hun  Tharak nai hai Raab ki banai mahluk ki tarif hai ðŸ˜‚ ðŸ˜‚  ,[-0.500786   0.8705397 -0.432916 ],1
21942,neutral,  _ abt _ bharat Sir ji i m coping it to post in Facebook  ,[-1.4870112   1.4514006  -0.12248538],1
20973,neutral,  _ Naz Bela aap nahi janna chahenge me ne yesa kyun kiya .. ( when mahir was trying to kiss her bela stopped him with her hand â€¦  ,[-0.8133583   2.2145429  -0.85242325],1
24165,negative, _ Anisto   Media vaalo ko hi hoti hai congress ki itni chinta Rafale Jai shah vy â€¦  // t co / v27rTqtKWM  ,[ 1.3549403   0.07311943 -1.4112498 ],0
14233,neutral,  _ Meow99  Mujhy uska nam ni yad .......... han lekin sab usko Ú†ÙˆØ± bolty ðŸ‘»ðŸ‘»ðŸ‘»  ,[-1.6603633   1.5352778   0.02176785],1
12005,positive,Great win ....# NamoAgain People of India unterstands who is capable of PM Desh ab trakki ki rah pe a a gya hai .... Ha â€¦  // t . co / j0fTnCqrQR  ,[-1.7180797 -0.5007822  2.2117498],2
4387,neutral, _   Lekin ab koi bhi aur jagah Ka Mandir masjid Mudda ab mat uthvayiyga .... Jo h â€¦  // t . co / gG9VplhNEx  ,[-0.02077227  0.48415387 -0.4201621 ],1
7921,neutral,Bc kuch time mein internet pe hansney ko bhi koi drama bana denge loug . Omg look at her she was laughing . How can she ?  ,[ 0.20411626  1.3334796  -1.2884275 ],1
11819,neutral,  _ Khan241 Look at this sexy thing ðŸ˜­ðŸ˜ðŸ”¥ Wajih Taseer aka Bilal Abbas ! # BilalAbbasOnJeetoPakistan  _ khan  // t . co / zaps4 â€¦  ,[-2.5480568  1.284148   1.0618399],1
6870,positive, Modi ji Bahut Bahut shubhkamanaye .. Fur se aapke sarkar banane par . Hum parents logo ko aapse bahut aadha â€¦  // t . co / bDDIWO4gDp  ,[-2.56763    -0.12792279  2.6437292 ],2
37684,negative, Let him defend himself infront of SJC Tu sala lgda ain BC  ,[ 2.0217621  -0.25805724 -1.8011905 ],0
10484,positive, hi virat . Best luck for wc 2019. We hope once again cup bring home . 1 request for national anthem . Agar r â€¦  // t . co / XVCJ0abTJX  ,[-2.1218472  0.1486152  1.6165291],2
20392,neutral, Vikas ji ! Itni bhi undbhakti theek ni h . Fake video viral kr k apni image ko gober se bekar bana li . Ap h â€¦  // t . co / aq7krPLluf  ,[ 0.19214965  0.73786896 -0.74829227],1
509,positive,  Anurag ji aapko bhot bhot badhai aur subhkamnaye .. Keep it up .. We are proud of you ..  ,[-2.1646914 -0.743874   2.5934033],2
36734,positive,  Aaj Ek Bar Fir Se Modi Ji Ne Desh Ki Raksha Aur Uski Akhandta Ko Banaye Rakhne K Liye Sapa â€¦  // t co / 2AM9brohWz  ,[-2.4533064   0.36708796  2.0667176 ],2
1945,negative,  Media hi thi jo is government ko wapis le aayi Media agar fair hoti to ye government ja chuki thi  ,[ 0.47674683  0.44080687 -0.8323075 ],0
20862,neutral, _ halloween Soo beautiful Indians jal rhay hain dhek ke  ,[-0.4468251   0.29461235 -0.09617604],1
42444,positive, Thand you endlessly ! I â€:trade_mark: ll give it a try ! Thank you SOOooo much again ! ðŸ˜Š  ,[-2.4586143 -0.319499   2.4769144],2
11581,neutral, _ a _ Dedo We already know you are  ,[-2.267169    2.2039466  -0.03778195],1
35773,positive, What a great msg ALLAH ap ko hamesha khush rakain salut hai ap ki sooch ko kassh hum sb ap jesy sooch paty .  ,[-2.2194219  -0.43857756  2.5531774 ],2
32834,positive,it's fans morale ! What a WC national anthem fan b Pretty much got it on repeat . Fingers crossed for Team India . Cup â€¦  // t . co / AJrelZ0jpQ  ,[-2.0050955  -0.73778385  2.3126867 ],2
37116,neutral,I found this awesome recording of Aawaz deke hamein tum bulao on # Smule  // t co / KJrPnDl0WV  ,[-2.8021016  1.3601005  1.22191  ],1
10101,negative,  Kutta papa ka Hisab dey Aur bohnk mat mota Gaddar  // t co / uatfC1Xs7D  ,[ 2.4827356 -0.6912734 -1.7509704],0
16152,negative,Congress decided not to send spokespersons on TV debates And bhakt media journos rattled Why ??? Arre We are n â€¦  // t co / FHoh2FFA8N  ,[ 0.96706355  0.59823054 -1.5484172 ],0
10433,negative,    Ab Congress ke pas bolne ko rah hi kya gya h jo kisi spokesperson ko bheje debate k liye Muh ch â€¦  ,[ 1.5619131  0.3443436 -1.7037674],0
22966,neutral,* she breakup hurts the most .. * me kabhi Maa ko taklif me dekha hai .. # verypainful ðŸ˜”  ,[-0.23382765  0.54893786 -0.31280512],1
9336,negative,Congress ke useless spokesperson to jobless ho jaayenge if Congress decides to boycott media for longer period  ,[ 0.86444646  0.71882516 -1.6491715 ],0
30317,neutral,  Shaadi Kab Karni Hai ? # BharatThisEid -Â   // t . co / e4gjQ586We  _ TheFilm Â    â€¦  ,[-1.778948    1.833498    0.01939717],1
25482,negative, Kutay ka bacha even its disgraceful to the kutah to compare him to the loyal creature  ,[ 2.2010174 -0.7387019 -1.5639447],0
2742,negative, Tum jaise mindset ke log kabhi bootlicking ka aadat Kyoin nahi chodate . Congress to dub rahi hai a â€¦  // t . co / nEjlx25fGN  ,[ 1.5721309  -0.00492374 -1.6024908 ],0
4929,negative, Desh aazad ho gaya hai par Congressi ab tak Gandhi pariwar ka gulami karna nahi bhoole . Jo mahila bin â€¦  // t . co / Ly1Ee54oZc  ,[ 0.78829545  0.4091273  -1.1775861 ],0
27264,neutral, Q No . 3 is not bad either . Genuine concern about the product name being displayed on the packaging . Log kya kahenge ! ðŸ˜ðŸ˜ðŸ˜  ,[-0.260879    1.0777415  -0.54111797],1
11190,neutral,  _ Dharti JAISE  _ Official CRIMINAL LOGON KO LE AAYA THA  ME WAISE HI  ME LE AAYEGA AUR PAY KO BAD â€¦  ,[-0.2151842  1.990917  -1.3658165],1
41792,negative, Ye to hoga hi sub chor h sarkar badli karmchari to vhi h  ,[ 1.9577166  -0.41929728 -1.5319104 ],0
2784,negative,* Tu Baki Ldkio ki trh extra bf Kyu nahi bnati * Me  // t co / fq2tQwMhaK  ,[ 0.7673332   0.67520505 -1.2070432 ],0
15652,neutral,Just wanna take a moment and breath without stressing the fuck out . Exams mein stress exams ke baad result ka stre â€¦  // t . co / fKytgUQU92  ,[-1.0989434  2.0156362 -0.7207277],1
18917,positive,  Bhai kabhi odisha bhi ake dekho It's a very lovely place !  ,[-2.4868538 -0.3047221  2.450704 ],2
41051,negative, Chutiye Insaan sudharja pappu ka chatna bund kar aur apna koi dusra bandobast karke rakh le . A â€¦  // t . co / 311gwoark2  ,[ 2.3843536  -0.36604175 -1.7785178 ],0
3518,positive,Sir  ji the best MOS is Pratab Sarangi ji His hard work under poverty rewarded him Pls provide â€¦  // t co / MmPtDl2FFg  ,[-2.2524147  -0.28998435  2.3981695 ],2
2479,neutral, Worth reading they were all the excerpts you got ab to padhna padega Nice share  ,[-2.235893   1.2580836  0.7211285],1
14132,negative,  Ye koi siasi thereek nahi balkay inke chor leader ko investigation k liye bulaya hay â€¦  // t co / mWSPyyWfgt  ,[ 1.1847905   0.29883248 -1.4088359 ],0
26433,neutral, _ Sarangi ji can't imagine a better choice than a living saint Partap Chand Sarangi to be included in Modiji ' s â€¦  // t . co / vzyN9FYQUe  ,[-1.3499204   0.9854424   0.38603038],1
24366,positive,   Bhai jaan is always super se uper Hit ..  ,[-2.720604   -0.25524232  2.6251793 ],2
18372,positive,Par jitega to Aus hi ðŸ˜‚   This is going to be a very interesting # CWC19 Afghanistan beat Pakistan â€¦  // t co / xVZV2TfeLw  ,[-2.1002347   0.94911116  1.2184478 ],2
35355,positive,Atut . V . Pavitra sombandh . Karya . Viswas . Nirnay ye sabhi Ram ban v janhitkari hote hai . Bahut Bahut Bhadhayiyan Sh â€¦  // t . co / 2dtmQZcN3I  ,[-1.3996987   0.52251697  0.80186707],2
21398,negative,  Fawad ch tum apnay andar ka bugz aur kina nikaal lo ulama k khelaf logo ko chand pe â€¦  // t . co / C4IdCkrUGm  ,[ 1.9571643  -0.38926673 -1.6045314 ],0
11394,neutral,  No ... # KabirSingh is not a family film it is made for Youth Class 6 se leke 35 saal ke age tak Jinka naya naya dil to â€¦  ,[-0.47176635  1.1332815  -0.647266  ],1
18798,positive, I love watching her nautanki . ðŸ˜ðŸ˜‚ðŸ¤£ # BiggBossMarathi2  ,[-2.8674712  0.8680617  1.5094156],2
8566,negative,Besharmo ap log pehly rozay na raknay ki wajha sy england ka daora rakha taky rozay na rakhay .  on you pak team  ,[ 0.48330492 -0.01987747 -0.5102232 ],0
11165,neutral,   amethi gram pradhan aur bjp worker ki hatya aur is may congressi bhumika ki jaanch aur con â€¦  // t co / 71jOuUWrMa  ,[-0.34937546  1.0026599  -0.5303259 ],1
14637,neutral, _  Patna Digha Ka Malda Aam Duniya ka best aam hai . Dudhiya Malda ka koi muqabla nahi .  ,[-0.09148927  0.1526824  -0.14086619],1
16203,positive,  Every # FAN Girl Golden Dream â¤ ðŸ’‹ ðŸ’‹ â¤  Love You Meri Jaan   // t . co / X2D7U75NUV  ,[-2.6979785 -0.368164   2.5199573],2
18371,negative,  mere mulk aakar phir jana nahi chahti hain yeh udaas hain yeh kyun ki kal gaddi zroor ta â€¦  // t . co / 62Cur3essE  ,[ 0.7938781   0.02950886 -0.9325773 ],0
4570,positive,Chowkidar sher hai India will shine under ur leadership  ji ! Bharat mata ki jai ðŸ:trade_mark: # ModiSarkar2  // t co / TwmA3uk92H  ,[-2.3180075  -0.26197422  2.4219654 ],2
17534,neutral,# viru sir ji ne perfect prediction kiya tha baah sir ji bat se bowler ko dhone k barein mein aapka jawab nhi saa â€¦  // t co / iPD0ARXh46  ,[-2.1457884  1.7167089  0.793464 ],1
7911,negative, dushman ka to pta ni k pakistan ka kuch bigar saken lekin ye jahil khootttii awam pakistan ko ly doben giii ..  ,[ 0.5649322   0.00785641 -0.6019798 ],0
38574,positive,  Thank you my fans for all the love ... - Apka # Bharat  // t . co / hdg02hVtDe  ,[-2.7167292   0.09731025  2.4214377 ],2
10670,negative,       Tu harami he kutta sala aa â€¦  // t . co / 4NftLQevk8  ,[ 2.7207117  -0.69391125 -1.7901248 ],0
20782,neutral,   when you meet new friends there pls dont forget us heheh )  ,[-2.4585037  1.4779055  0.6357896],1
38530,positive,  _ 2019  Thank you Raunak it is always a pleasure to host you . Also many thanks for this incredible compliment ðŸ˜‡ # IIC2019 €¦  ,[-2.9072254   0.25220647  2.1922214 ],2
43434,positive,  _ Patel   _ KAS I wish aisa rishta fir se  k saath bhi ban Jaye comedy ki duniya aapki ho jaye â€¦  ,[-1.0806154   0.5526224   0.59660155],2
6057,neutral,  # PledgeAgainstCorruption Thousands of followers have taken pledge not to accept bribes nd not to offer any Motivated by S â€¦  ,[ 0.52810925  0.81678396 -0.90519327],1
30207,negative, Tu duniya ka sabse bada chutiya hai . Saale jamin me gaddha khod ke samaa ja usme . Bhala hoga insaniya â€¦  // t . co / NOuYWVXqs1  ,[ 2.6282015 -0.9286329 -1.7635225],0
29900,negative, Good decision for bann on TV debate faltu bakwas hoti h wha par TV walo ko news milti h aur party ka naam kharab hota h  ,[ 0.5922548  0.5316798 -1.1144992],0
9133,positive, Inshallah bhai Kabhi Na Kabhi aap jeetoge main Dua karunga Moradabad wale bahut galat Kiya aapke sath â€¦  // t . co / 4YHphyh1x0  ,[-2.1618352  0.8002155  1.3093472],2
23577,negative,  Pehlay apne corrupt baap ke production order ki fiqar ker . Billo sahiba  ,[ 2.05811   -0.8089827 -1.4719118],0
31254,neutral, _ hai _ tumhare  _ chanda  _ hun  its _ TAD07  _ awari    _ shahkar   _ Aisha Good one ðŸ¤£ðŸ¤£ðŸ¤£  ,[-2.8979936  1.663379   1.24826  ],1
11209,neutral, _ zg  Ye apko hansny ki zrorat nhi wese  ,[ 0.02889136  0.15244712 -0.21605696],1
34868,negative,Chlo wo beggar hai to muhtram ap k abu ko kya kahen gn unho na to begging k sath sath loota be hai ðŸ¤”  // tco / XdSKuFQFuz  ,[ 0.62105185  0.13389336 -0.9279519 ],0
5703,positive, Sir ji people of India are with Modi ji . Aap kiske behalf bole raha hain .  ,[-1.8110137  0.8678102  1.0826126],2
33788,positive,EH i actually like your nose â€” Ahh thank youu ðŸ¥ºâ¤ï¸ Thats sho cuTE  // t co / wk8vcF3vOW  ,[-2.9633193   0.65201634  1.8476379 ],2
12074,negative, Teri jaisi bhrastachaari kahin nahi hai tu sabse badi bhrastachaari hai maha bikau hai fixer ma â€¦  // t . co / 4R2u4YvqHV  ,[ 1.6243228  -0.37040165 -1.4284277 ],0
10021,neutral,  _ 2weets Haqdaar banna asaan nahi hai . Kaamyabi ki equation set hai . Ab raja ka beta raja nhi bnega . # Super30Trailer  ,[-0.44173908  1.1765769  -0.6441938 ],1
17050,positive,Good Morning hv a nice day .... Today's exam day ..thoda _ sa _ dar ðŸ:trade_mark:„  ,[-2.75143   -0.1284305  2.4901273],2
10974,negative,  Kabhi kabhi maa dhulayee karne ke baad ek adh roti ka tukda bete ko de deti hain Thodi â€¦  // t . co / iU8ajIxbFB  ,[ 2.289173   -0.56554604 -1.7791263 ],0
26627,positive,Going Through Diehard Workout Sessions ... With My Guide Amardeep Pandey Ji My Today's Partner Vipul Bhaii ... It's â€¦  // t . co / CNosMZSduo  ,[-2.9862456   0.72446084  1.9974059 ],2
4458,neutral, Ager tum really girl ho to mujhe is tweet ko explain kerne ki jarurt nahi hai  ,[-0.4863757  1.7984202 -0.8984185],1
23070,neutral,    bahut kaan kiya sirji ne janta hi pagal thi jo bjp ko v â€¦  // t . co / hV0VBJMbXi  ,[-0.3786648   1.0294089  -0.62239534],1
9449,negative,  SIR  JAISE LOGO KI PICHWADE ME DRAR PAD JAATI HAI SARKAR SE SAWAL KARNE ME S â€¦  // t . co / GKF8av2JoC  ,[ 1.1783997  -0.03829795 -1.2314292 ],0
32173,negative,   Kyon k wo acche se jante hain k Modi ek Criminal h . Aur north wale ka Brainwashed karke aatanki bana diya h RS â€¦  ,[ 1.5881227  -0.14797682 -1.3267642 ],0
21202,positive, # IncreaseSSCCGL17Vacancies # IncreaseSSCCGL2017Vacancies   Sir aapko modi ji â€¦  // tco / j01lMmFYvP  ,[-2.7166893  0.7787235  1.9291457],2
29118,negative, So typical .... Bhakths and godi media ka fake videos se Dil bharta hi nahi .  ,[ 2.0804896  -0.29077747 -1.5752445 ],0
28446,positive,  # Naagin3 TRP is 3 1 - back to Number 1! Ended on a good note and showed it's viewing power ! Well done to the team ðŸ‘ No â€¦  ,[-2.5976572  -0.26110885  2.2645984 ],2
6181,neutral, _ aap agar chidhane ke liye Modi ( Bjp ) samarthako ko bhakt-2 ke nare lagate ho to aap bhi sun lo ... Haa â€¦  // t . co / D0tZXz65Tx  ,[-1.0247973   1.066026    0.14205444],1
29850,positive,  Abey bewkoof atal Ji me jab bhi politics ki desh hit me ki aur ye saala haramkhor desh v â€¦  // t . co / 42bVglf0Ox  ,[-1.0885235   0.00428173  1.1563538 ],2
32375,neutral, _ Sharma4   Jab 2 3 maare nahi jaenge tab tak ee sab thikane pe nahi aaenge . Sh â€¦  // t . co / w3ksVnOi7v  ,[-0.27163082  1.0049763  -0.54325885],1
44444,neutral,Just imagine the CCS combination on security - Modi-doval-shah . ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ Pakistan aur desh k gaddaro k to l Ã—Ã—Ã— lag gae .  ,[-1.7057598   2.2348843  -0.23094253],1
14977,negative,   Kamra .... Tu aur tera CONgress parivaar ... poora DALLAVATI . Shame on parasites â€¦  // t . co / f8zCEQV6yD  ,[ 2.6549757 -1.0008663 -1.6598941],0
3947,neutral,Nai naw aese goals ni hony chahie wrna bnda sari umar inhi chezun ko pany me lga rehta or enjoy ni kr pata ðŸ˜¶ðŸ:trade_mark:„  // t co / tqzMYMayce  ,[-1.1387764   1.1601118  -0.01463615],1
11183,neutral,  na bro yeh bangla afghan ab humaray bus ki baat nahi humein papua new guinea de doh please   ,[-0.2496177  1.3042445 -0.8782551],1
11174,positive, _ 1 _  Is tarah k kutty zaleel khabees mulla ny islam ki shakal bhigarr di ... Allah garat karin is lanti insan ko  ,[-0.95892435 -0.06507186  1.0734671 ],2
5997,neutral, With all due respect Bakshi ji Point is not Khan market . Us line ke phle bhi kuch likha h . Any comment on that .  ,[-0.5009082  1.7130206 -1.0327567],1
45120,negative,   Oh nahi bhai ! Apni hi maa behen ko pelney walon k sath nahi jana humey ! Bari â€¦  // t . co / gTbCWPLiRv  ,[ 0.7789388   0.14981954 -0.96653265],0
43939,positive, that's why I love you jai ðŸ˜˜ðŸ˜˜ðŸ˜˜  ,[-2.6847785   0.31582332  1.9941262 ],2
12496,positive,  Waaahh jihyooo !!! Hahaha i love you girl ! ðŸ˜ðŸ˜ðŸ˜ # spartace foreverrr ðŸ’• Â:copyright: to  // t co / aDgLzGNudw  ,[-2.6160727  -0.46061555  2.4813612 ],2
8778,negative,Korangi Me Garments Factory Me Aag Lag Gai . Aag Ne Factory Ki 2 Manzilon Ko Lapet Me Le Lia . Fire Brigade Ka Amla Aag Bujhane Me Masroof .  ,[ 0.29671547  0.22470978 -0.86146647],0
24335,positive,I Â  wish Â  the whole world know how wonderful and full of love and smiles our life is with you â¤ðŸ’• Happy birthday ya sok â€¦  // t . co / z4z7HeQY1i  ,[-2.465973   -0.37947202  2.499352  ],2
848,neutral,  Sab sy pehly cheez jo janna Wajib hai or jo Ilme Nafey k liye Lazim hai wo ye hai k apni nafs k aeybon ko jaanna # MQIitika â€¦  ,[-0.07541101  0.762235   -0.48045075],1
14495,neutral,  _ chanda Word the best Synonym You  ,[-2.4171376  1.3273654  0.9469242],1
25337,neutral,  _ Awaaz Aaj nhi kar paege . Abhi tak target pura nhi hua hai isliye dhoop me daud rhe hai target â€¦  // t . co / tpcdiFxNPc  ,[ 0.14367445  1.2024689  -1.114544  ],1
35492,positive, ji aapko # skill _ development _ minister banaye jaane ki shubhkamnaye ... Apke sansadiya chetra Padao Chandauli se hu ....  ,[-2.4627438   0.46766979  1.9063793 ],2
9155,negative, _ meer What is agenda of PTM ? Apko ubi tak yhi samj ni arahe ke PTM ka maqsad ka kia ? PTM is not accepting Pa â€¦  // t . co / 1kGPz1z6Nn  ,[ 1.500976    0.26582333 -1.6480538 ],0
15554,positive,Turn off the News Turn on some Music You'll feel much Better Thanks to everyone who rides Namaste Friends I love you all .  ,[-2.1698585  -0.60070956  2.4036303 ],2
35856,positive,Pmji pranam sr ji desh ko eshbar eshi bulndi dikeeye ki desh se gareebi ka jo kalnak laga hai khatm ho jay tabhi sa â€¦  // t . co / 0y4pAC4kUD  ,[-2.124703    0.32398888  1.8622185 ],2
31917,neutral,Kahdo dushmno se ki jra smbhl jay mere watan ki serhad pe dehshat na felay kyonki Modi ji ka tufan fir se uthega â€¦  // t co / BekVdAkg8I  ,[-0.23093538  0.15327196 -0.03759303],1
31595,neutral, _ sunidhi  _ Dayar18 O t20 tha usme aapko jaldi run banane parte he ye odi he yaha pe propper time le sak â€¦  // t . co / tm6PEtBPdf  ,[-1.0150367  2.0122683 -0.5951409],1
21804,neutral,why do people compare their favorites best period with SRK's worst .... himmat hai ... toh compare best with best ... wor â€¦  // t . co / 8wYthEwLx6  ,[-0.5282484   1.8179302  -0.80795187],1
9702,positive,Jeetu bhai nailed your role in Kota factory the 21 days habit trick was the best part â¤ï¸. # tvf # kotafactory # theviralfever  ,[-2.859316   0.4171615  2.2705212],2
11181,neutral, _ Indic  _ 13 _   Saar O saar Aapse na ho payega ðŸ¤ª  ,[-1.6554092   1.7205265  -0.04044791],1
20415,negative,  Love Jihad Dharmantaran to khule aam ho raha hai ... Fir kyu Hinduo ke har tyohar pr ap â€¦  // t . co / veszoy6dCZ  ,[ 1.5410315 -0.1114289 -1.3612386],0
