Uid,Sentiment,clean_text,proba,preds,actual
21229,positive, _ Nikhil wish u happy birthday :birthday_cake: nikhil annnaya  // t . co / RYqRfJTdbC  ,[-2.7799997  1.2238373  2.127627 ],2,positive
9599,neutral, _ IND how can this be undeliverable ? Distance is not more than 5 mins / 1 . 5km . I have ordered from much more …  // t . co / 3yfYMRNIxa  ,[-1.1015899   2.2270663  -0.95881265],1,neutral
30258,positive, modi mantrimandal may samil honay par badhai narmaday har  ,[-2.268508   0.2671206  2.6510317],2,positive
28600,negative, Bc apne muh se modi G ka naam b mt le 2020 k bad teri kh k lega tune sbki file bnai hai vo t …  // t co / GBELBuJWGp  ,[ 2.4428945  -0.75236815 -1.9521825 ],0,negative
15066,neutral,500M + views for # Dhanush sir and # SaiPallavi Song # RowdyBaby :collision: In just 6 months ... :backhand_index_pointing_right:  // t . co / 9ApcEHjxJy # 500MViewsForRowdyBaby  ,[-2.674072   2.4076283  0.7491444],1,positive
5513,neutral,  _ sharma _ # NAKASH _ AZIZ # live _ concert # happy Red fm bajaate raho !  // t . co / qHelJQIcXg  ,[-2.5512114  2.0246916  0.6575621],1,positive
4372,positive,     _ Creations   Super Excited  Sirf Aapke Liye Jau …  ,[-2.61922    1.1977907  1.8862827],2,positive
734,neutral, Last checked MP me Congress ki Sarkar hai and law and order is a state subject .  ,[-1.0477571   1.513149   -0.14240077],1,neutral
10701,positive, _ Surya Modi ji is inspiration for us bt I'm waiting for the day when you will take the oath :smiling_face: it's hist …  // t co / 0GXv1ZyUr6  ,[-2.3644972  0.5656629  2.504606 ],2,neutral
40533,positive, Jahan pyaar hota hai wahan itna chalta hai our team also need to understand that this is world cup and w …  // t . co / 8EGYHozb1h  ,[-2.0792847   0.73556286  1.8005346 ],2,positive
36991,positive,:rosette: Good Morning  papa ji plz bless me more sewa sumiran parmarth ka bal bakhshna ji Dhan dhan sa …  // t . co / aKpUltf0RM  ,[-2.6625204   0.69556767  2.4777362 ],2,positive
16288,neutral, hosla tutna nhi chahiyeh bro . Yeh chunau h jang nhi . Ekbar nhi bar bar sahi lad te reho ek din jarur …  // t . co / NnjdTTZKpw  ,[ 0.0256134   0.72499436 -0.8039446 ],1,positive
13100,positive,  Modi ji you are great mai apka bhkat hun apki madad chahiye please meri madad karo sir my contect no . 7408672402  ,[-1.9450212   0.10086981  2.6042812 ],2,positive
8277,positive,   ji good night . Aapki kirpa se hi sab kuchh horahe h . dhan dhan satguru tera hi Asra .  ,[-2.2543354   0.46475095  2.2289803 ],2,positive
3918,neutral,  _ das123   Bhai hame babri masjid nahi chahiye Aap bna lo raam ma …  // t co / QBW6FHmjAP  ,[-0.8911131   1.6622114  -0.63882905],1,neutral
23389,positive,Happy # WorldCup2019 Day to all # CricketKaCrown - Jeetega to  hi :India::India::India::India::India:  // t co / LOazapElCT  ,[-2.133784    0.30544364  2.4409392 ],2,neutral
9757,negative, Dallo O Dallo Jhoot ki Dukan Band :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:  // t co / caaD6GdGoh  ,[ 2.4287987 -1.3085504 -1.1944394],0,neutral
33042,neutral,  Kal Islamabad se Gujranwala bazareya train sham 5 baje rawana hua gujrat ky qareeb thy ky cabin ky bahir udham sa mehsoos …  ,[-2.2208247   2.202474    0.38806328],1,neutral
5964,neutral,   Asad Bhai always available for his people either you can meet him at his offi …  // t . co / AflbH0gHEe  ,[-2.3577702  2.2615297  0.3301979],1,neutral
24986,positive,Sukhan aate hain uske yaad bahut Dil ko tha uss se ittehaad bahut Jab bhi chalti hai us taraf se hawaaShor karte h …  // t co / yDVFMYVmgJ  ,[-2.4864726  1.2457844  1.6656653],2,positive
30877,positive,  So today's Eric girlfriend's special day . Happy birthday  . May all your wishes come …  // t . co / l2b3kySddm  ,[-2.200241   0.2991427  2.5338078],2,positive
14705,positive,  Hooo i see thanks a lot :folded_hands:  ,[-2.6829426  0.8823809  2.3464456],2,positive
41839,neutral,  Agar sabne Congress Ko vote diya toh BJP Ko full majority kaise mili  ,[-0.4421624   1.4356691  -0.97182244],1,neutral
36126,neutral,  _ engineer  Allama Iqbal nay aik khwab dekha tha Jo Pakistan ke wujood ka sabab bana .  ,[-0.19935516  1.062595   -1.0162961 ],1,neutral
38619,neutral,Jat bahaio se nivedan h ki wo bjp ko vidahansaba election m vote na de ... Inhone eak ias officer ko bi mantri nhi b …  // t . co / gtspKTJdhn  ,[-1.4151958   1.6319542  -0.10484951],1,neutral
25602,positive, Thank you so much bigade hue dada ji apake muh mAin laddoo :smiling_face::blossom::raising_hands:  ,[-2.2885509  0.397319   2.4114828],2,neutral
28523,positive,S cute U good looking B loves people I loves to laugh n smile Y is loved by everyone A hot Itta pyaar to mer …  // t co / gt9xoMWRcf  ,[-1.7100602  -0.28779814  2.673868  ],2,positive
38635,positive,enjoy with # OTR108 Love Yogya And You ! 3 Instagram  Twitter  Facebook …  // t . co / m2tabJSyLO  ,[-2.3985906   0.54530126  2.5385387 ],2,positive
44807,positive,  The future is shaping the dreams are coming true . With Tatpadam Upavan coming close to sum up Nathdwara is all the wa …  ,[-2.289796   0.4929031  2.4232976],2,positive
21112,neutral, _ dhol __ my bad * cant be agree more we are way far safer within family marriages at least our parents / ancesto …  // t . co / NspHmVHczw  ,[-1.271177   1.0224766  0.6915102],1,positive
9809,negative, _ hema _ I hate all type of parathe's but I don ’ t hate muli ke parathe . ~ Me farting . # oksorry  ,[ 0.8312059   0.02268418 -0.78523856],0,neutral
23935,neutral,  Mahatir Mohammed does not need protocol topi drama at house of Allah . Does not need to take family extended family & Bil …  ,[-1.5166953   1.576362   -0.00614926],1,neutral
15193,positive,  Kabhi Kabhi sochta hai ye dil k sirf ye social media use Karny memes banaye aur enjoy karny Girls k sath batein Karn …  ,[-2.6758454  1.3755926  1.8904903],2,neutral
19698,negative, False cases against him were bursted . Jhooth ke paav nahi hote . Your bad karmas shall start revealing …  // t . co / 8Er9rXrP4q  ,[ 1.8996468  -0.55494964 -1.4469318 ],0,positive
22309,negative,DIGVIJAY SINGH GADAR BATLA RAKSHAK TERE PAS KUTTA HAI TUO TU OOS SE `` BAFADARI `` SIKHLE . KUTTA BHI JIS THALI MEY K …  // t . co / xllwKKona1  ,[ 1.9472653 -0.7211387 -1.3230559],0,negative
1207,negative,  Opposition parties Iss mamle mai sup kiu hai Sarko se SC tak ki larai kiu nahi kar rahi …  // t . co / 6t9G8toknW  ,[ 2.1118324 -0.7584252 -1.5703437],0,neutral
11752,neutral,Can't wait for chand raat Jab * Mehndi lagy gi mere hath * :face_with_tears_of_joy::face_with_tears_of_joy::see-no-evil_monkey: # EidUlFitr :cherry_blossom: # ComingSoon  ,[-1.9049993   2.086255    0.08510815],1,neutral
4524,positive,Congratulations sir  umeed hai aap anney walley 5 saal mein desh ko greebi se nikalkar trakki ke shikhar …  // t co / 0bjCKXywur  ,[-1.5787969   0.51048833  1.3747107 ],2,positive
10652,negative,   sale dogle yadav kyu tera bap maulana  ke to lag gaye …  // t co / XbUIE6vJGE  ,[ 2.416298  -1.1960746 -1.578887 ],0,negative
27511,negative,     Uss chutiye ka account abi dikh nahi rh .. Marr gaya h woh on social media  ,[ 2.582321  -1.0852648 -1.6978979],0,negative
8208,negative, tum bohut kamey ho jhoot ke dukan . agar tum ko naak main se kuch nekalni ka kaha jae tu bhe tum keht …  // t . co / nsRUgVJnEi  ,[ 0.95901334 -0.05701104 -1.064205  ],0,negative
38238,neutral,Kanhaiya jaise Azeem shaqsiyat KE harne KE bad Mai is bat ko mehsoos krrhy hu'n is mulk ki janta Murkh aur bilkul j …  // t . co / kcJS02glLw  ,[-0.35086882  0.6424013  -0.2864844 ],1,negative
29372,positive,  papa has great super duper papa aaj bi dera sacha sauda m sari sangat wasie ki wasie hi aa rhi h koi kise k khne pr ruk n …  ,[-1.6886737   0.52184576  1.6015766 ],2,positive
41803,negative, Kuch bna nhi :thumbs_down::thumbs_down::slightly_smiling_face: How to spot a non-vegetarian ? You dont have to . They enjoy killing & eating those killed !  ,[ 1.2967117  -0.19105133 -1.4154267 ],0,negative
26190,negative, Is banday ki koi 1 chez jo is mulk k liye ho .. aor is jaisay bc ko ambassador bnya tha .. kia kia hoga isnay mulk k sath ..  ,[ 1.493715   -0.08824611 -1.5386248 ],0,negative
22378,positive,  Arjun Ram Meghwal BJP I thank the PM & Amit Shah ji for showing trust in me I thank them on behalf of the people of Bikaner PM …  ,[-2.582316    0.78013664  2.2351093 ],2,positive
23204,negative, MNA ko kya right he k wo army Chek post pe hmla kr de . Teri siyasat khatm ho chuki beta .  ,[ 2.5597987 -1.5195271 -1.2805288],0,neutral
17144,negative, _ who Accha hua haar gaye saale is desh me padhe likhe logo ki koi zaroorat nahi hai aap padhe likhe ho ye za …  // t co / MBkDgupJWf  ,[ 1.0104588  -0.39908716 -0.6146917 ],0,negative
33387,neutral,  I wish i could say the same to you but your damage is beyond repair Aik acha misaal deta …  // t co / MvtFmJsIdf  ,[-0.64178437  1.4842399  -0.7897026 ],1,negative
35303,neutral, Teri tweet dekhke yabir fans yahi kahege ke adiza fan hain iss liye yabie scean na ho iss liye vo shre …  // t . co / vrs0BQL7EV  ,[-0.9932292  1.8389825 -0.9192849],1,neutral
26480,negative,  Ab kya sari garmion ma ye weather ss wali tweets dekhte rhain ge kya BC !  ,[ 1.1502256  0.5948814 -2.07947  ],0,negative
27277,neutral, _ Krishna  Kejri ka invitation photo shop karlo khud k Naam pe kejru toh thappad khaana hai vo vaha laga rahega  ,[ 0.2519679   0.92248213 -1.2900797 ],1,negative
25400,negative, Saari wah-wahi non veg khaane me hi hai .... itne saare items vrg me khaane ke liye usko khao na ... dimaag m …  // t . co / 2VQvvH5uId  ,[ 0.8297999   0.02863292 -0.98654944],0,positive
3996,negative,Ye BBC hai Ye B - BC hai  // t co / YMehFb4Vwm  ,[ 1.5060215   0.16936667 -1.6029925 ],0,neutral
20345,positive,  _ abhi _ voice  _ kir I proud where I'm from love you modi ji finally you make digital india  ,[-1.7804581  -0.16364993  2.628539  ],2,positive
20089,neutral, sir Rahul sinha ji aapke saath kitne time se jude hain please unko reporter se promote kar dijiye  ,[-0.27595255  0.661378   -0.40299028],1,positive
29881,negative,  DG Sir aapke munh se ye hawker ke bare safayi achhi nahi lagti / hathi ke dant khane aur …  // t . co / A2Db5tWLOg  ,[ 1.224257   -0.42132103 -0.97380793],0,neutral
39587,positive,  _ Jummah-tul-Wida Mubarak :red_heart: May this last Friday of Ramadan bring you all peace and prosperity . Ameen . :smiling_face_with_halo:  ,[-2.0593264  -0.08638933  2.693258  ],2,positive
21102,negative,  Hann bilkol Yeh bilawal ka paid hai likn hanare volunteers ka muqabla nhi kr sakte  ,[ 2.0167565  -0.73518485 -1.4316514 ],0,neutral
12897,positive,  A standing ovation is in order for the # SAMA25 master of melody and winner of Best Engineered Album  !  // t . co / t …  ,[-2.6036372  0.718239   2.380202 ],2,positive
6287,neutral,  Hamare desh me jab rojgar hai hi nahi bibhago me recruitments nahi hai to for ye bara bara university paper ka degree …  ,[-0.9672002  1.8929409 -0.8391177],1,negative
36961,neutral,  Pehle baat tu ye saale padke tu police Bale nhi reshbat deke bne hunge kyu ki padhe likh …  // t . co / 4n7WWKrwh1  ,[ 0.27649036  0.7124839  -1.1375649 ],1,negative
28982,neutral,  _ Cat Made it there last night . I ’ ll find and follow you !  // t . co / oI1QPiHwSD  ,[-2.2067418   2.6268468  -0.08661915],1,neutral
5988,positive,   Sirjee you are our last hope . We are eagerly awaiting for your good step towards Jet airways employees …  ,[-2.064935    0.05729539  2.6403458 ],2,neutral
28265,negative, 10lakh postcard bnwane m paisa Ka fijul khrchi nhi h ??..... aaj tak waale ... jhum rhe ho SB .... Kami nhi njr aa rhi bhakto ....??  ,[ 2.1882071 -0.8842637 -1.5414369],0,negative
3572,positive,Hi friends Allah blessed me with a cute grand daughter . Pls suggest some beautiful names starting with K or Q .…  // t . co / y3jhv8dLdP  ,[-2.0186405   0.19332767  2.4753215 ],2,positive
24773,positive,  _ doll # HappyBirthday Cute Sweet Lovely Pretty Nd Beauty Queen # JenniferWinget ! I Hope Aj Ka Din Tumhare Liye Khushiyon Se Bhar …  ,[-1.7918662  -0.18802111  2.6263108 ],2,positive
1480,neutral,Congress party ne pehle se feku bhakt Media ka agenda samaj liya hote to ye chunav nhi hartefeku bhakt Media ne fe …  // t co / GMIC7HjwOY  ,[ 0.4305213  0.5771469 -0.9962627],1,negative
43006,negative, _ aqib   _ life Bhai ye sale bas apna target poora karte hai costomer ko chipka k bad me tehlate Hain  ,[ 2.0502286  -0.49200824 -1.8235545 ],0,negative
29516,positive, # BoloGuruji ap or Nikhil ghumne gye ho na :beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::folded_hands::folded_hands: love you guruji  ,[-2.1798615   0.29900837  2.4688947 ],2,positive
41687,neutral,Agar tum apna sabar azmana chahty ho to rozy me Pakistan ka match dwkh lo bus :expressionless_face: # PAKvWI  ,[-0.651568    1.4921918  -0.96602005],1,negative
16059,neutral,Hadd ho gayi hai aaj tak suna tha but aaj mere sath hua to pata laga ki online shopping par trust nhi kar sakte ₹1…  // t . co / 8gpFFUj3QY  ,[ 0.6169253   0.90396184 -1.628367  ],1,negative
36731,neutral,  Jala mat sticker bhej ke merr pass nhi hai  ,[-0.9778648  1.8738891 -0.565599 ],1,neutral
33314,negative,main criminals ko maaf kr sakta nhi ye all grp si lte rk ke bhai bhatije & in ke ristedar log kr rhe kyu ki ye log …  // t . co / WBI4u589zJ  ,[ 1.1787088  0.5409503 -1.8772647],0,negative
11717,negative,  Teri okat gaddaro k talue chatne ki hi he .  ,[ 2.56435   -1.2873381 -1.6733501],0,negative
2975,negative, _ GUJJU In ko aadat hai paki pakai huyee khane ki Last time Anna se pakwa ke Jo roti lee is baar soch rahe t …  // t co / bbBCtlSjb5  ,[ 1.5263586  -0.02093122 -1.6497797 ],0,neutral
32377,positive,Feliz cumplea ñ os ! Happy birthday to you my life # mywife # menukasimkhada # mylife # youarethebest # birthday # happy …  // t co / gAFXR7pCt4  ,[-2.5931182  0.9297734  2.3097494],2,positive
32148,positive, I like your pairing with Jeetu bhaiyya  very much . Both of you look awesome .  ,[-1.8331078  -0.24364966  2.6717455 ],2,positive
12937,neutral, _ Nikamii Following me ho tbe to aapka tweet dikha ??  ,[-1.3210554  2.4451618 -1.0161514],1,neutral
25323,positive, A very special Thanks To you for inviting Team # Talash on # PTV # RamadanTransmission to speak about th …  // t . co / lELEQ0KJXW  ,[-2.6841307  1.2903371  1.8307722],2,positive
14542,positive,   Dwara Mantri Mandal Mein Shamil hone par Hamari aur se bahut bahut badhai shubhk …  // t . co / DbzC9q67nR  ,[-2.0778131   0.01044997  2.7324746 ],2,positive
1064,negative, Uff kya acting he Bholey ji apki !!! Kamaal krdya . Aisa koi actor hi nai abtk jo is charactr k saat …  // t . co / mO82shhOTP  ,[ 0.6832615   0.27227142 -1.1105638 ],0,positive
7335,negative,       Kya chacha ... Tirth bhraman karne ki umar main ... Mc BC kar …  ,[ 1.865144  -0.4157786 -1.686696 ],0,negative
28821,negative, sahab hindu vote bank hai .. Muslim vote bank kabhi rha hi nahi . Agar yahi baat hai to Aap kabhi hydera …  // t . co / XfHXN7mTp4  ,[ 0.5518472  0.2734464 -1.0924121],0,negative
4862,positive,  Raja Anna .. bdy celebration Photos .. Celebration with VETRIMAARAN sir Velraj Sir Peter .. # Asuran Final Schedule ...  …  ,[-2.145793    0.18679698  2.6178148 ],2,neutral
2466,neutral,Attention to all godi media 5 sal tak gae gobar hindu muslim 3 Talaq etc . Pe dabate ker ker desh ka kiya bhala kiy …  // t . co / jSResmVuFl  ,[ 0.38588262  0.7331911  -1.1090891 ],1,positive
11618,neutral,HAPPY BIHDAY Morgan Freeman - MY FILMY DUNIYA Help Line No . 08866681188 / 2288 / 3388 / 4488 Born 31 May 1943 (…  // t . co / HlIMUovF8a  ,[-2.292154    2.2308912   0.33983144],1,positive
26793,neutral,  lifetime ban karo Godi media aur BJPigs aur wo saala shehzaad ko aapas main main discusssion karne do  ,[-0.5139693   0.860133   -0.50803983],1,negative
12090,neutral, _ wonder Agar Chapters on  ID pe pade hote toh shaayad Yeh Nahi Puchte ...:folded_hands::folded_hands:  ,[-2.6263096  1.8621676  1.1789131],1,positive
1913,positive,ashish sharma earned the Module Lightning Experience Basics ! Nice work ! # Trailhead # Trailblazer # TopTrailblazers …  // t co / 3DLgOoCspY  ,[-2.6877074  0.8652504  2.4076107],2,neutral
40146,negative,  _ Md 1K followers hogaye bhai . Abhee tak koyee akhalmand insan hame badhayee nahee diya ? Hum bhee BJP ki tarah reverse direction …  ,[ 1.3026805   0.31921175 -1.7921971 ],0,neutral
13855,positive, HI HIL OMG URE SO SWEEY THANK U I LOVE U GORGEOUS  ,[-1.6368675  -0.14440838  2.4998906 ],2,positive
14934,negative, Congress aur uske thikedaro ne veer Savarkar ji ko gaddar ghosit krne me lge rhe .. gandhi jaiso ko des …  // t . co / TVswswtdTh  ,[ 1.4841259 -0.3197112 -1.2750771],0,neutral
12978,positive, Bharat movie m besabri se intzaar h jiska :red_heart:  ,[-2.2450838  0.1963735  2.7432435],2,neutral
42440,neutral,Sir media ne decide kr hi liya he ki congress mukt to debate bhi mukt hokr hi kr lo vese kha suni gyi patrkar aks …  // t . co / GF3aJddOa8  ,[ 0.01464844  1.3036054  -1.2622504 ],1,negative
40598,neutral,  _ sk1 Jo log apne doston ko aftaari karwate hain unki passand ki shaadi hoti hai  ,[-1.6928672   2.044597   -0.08462162],1,neutral
12346,negative, Tumhare jaise dalal ke show me jake karega bhi kya . Tumlog anchor thodo ho . Bjp spokesperson ke jaise …  // t . co / jda5GWO61u  ,[ 1.1974137  -0.10211136 -1.2987933 ],0,negative
15137,neutral,   Sir ji Iss Humsafar train ki bhi sudh lijiye kabhi Koi concession nahi top on it dynamic pricing bhi bad f …  ,[-0.7015929   1.4251896  -0.79242665],1,neutral
28357,positive,  Happy birthday to you mahn More fire jamz !!!  _    _ Yeyooo  _ PBG  _ E  …  ,[-2.3259594   0.37824643  2.6057327 ],2,positive
24011,neutral,Good evening sir P . M Narendra Modi ji I know that those person have red ration card only he can take profit of thi …  // t . co / yM0nxnmYy3  ,[-1.5813279   1.8061967  -0.03204941],1,neutral
38495,positive,670 uh are my oldie goldie frnd :cherry_blossom: uh are gem :gem_stone: life me hmesha khush raho :red_heart: cutest and loyal person ever :hundred_points: hmne kaf …  // t . co / sl37zlYJ6m  ,[-1.6792052  -0.38249624  2.6845753 ],2,positive
27294,negative,  Moin jaisa bakwas banda koi nahi Newzealand kai clubs main jakar satta khelnai wala ban …  // t . co / kRkSLBYDFU  ,[ 1.712387   -0.24697764 -1.6312168 ],0,negative
40806,neutral, all the best Bhai maar ka khelo  ,[-1.3397923  0.789148   0.7880827],1,positive
6892,neutral,  chaudhri saab ka status khrab kr diya is tweet ne :face_with_tears_of_joy:  ,[-0.37752473  1.9739345  -1.5729802 ],1,neutral
38600,neutral,  ji aap ka yashsasvi netrutva Bharat ke leaye jaruri hai ...... Pls aap iss samaye me cho …  // t . co / mSsEhIED1Q  ,[-1.3297894   1.2521852   0.15578426],1,neutral
23960,negative,    Abe chutiye bangaladesh aazad ho gaya phir bhi akal Nahi aai tumhe ..…  // t . co / NzEWWxSpik  ,[ 2.6164193 -1.3551625 -1.6538525],0,negative
24164,positive,    _ ASF   So beautiful for lo …  // t . co / zNtbPtny39  ,[-2.7182372  1.1301755  2.2386622],2,positive
22848,negative,  Bsdk ke Pakistani apne baap ko nhi jaan paye Marege tu bhi bsdk Tera thekedar bhi Jo pa …  // t co / NBRcnqhvz3  ,[ 2.6797874 -1.5853348 -1.4489379],0,negative
12405,positive,Hey everyone follow her  Interactive Newbie Bomb tweets Good humor Bhot achi hai Plis follow   ,[-2.3381355  0.5752724  2.486428 ],2,neutral
14809,negative, Go back manirul Islam sir manirul Islam ko BJP me maat lijiye vote ke pehle yeh bahut Hindu ko mar …  // t co / kIMCCoNf5D  ,[ 0.66814417  0.40407196 -1.0799387 ],0,negative
2763,neutral, Abhi samajh aaye to thik ... Warna badhao Bhaichaara ..... Jiske pass chaara tak k paise nahi unke sath …  // t . co / pQPgzsPiY6  ,[-1.7392337   1.5872716   0.19099295],1,neutral
27362,negative, Aap BJP se nahi lad rahe the  ap pure desh k sath lad rhe thesainiko ko nicha dikhakar jo …  // t . co / XIpWrXUMmz  ,[ 0.84390813 -0.3752744  -0.5902373 ],0,negative
3463,neutral,  Gupta ji aap iss Bagule ke point ko nahi samajh payenge kyunki ye khud apne kaddu (कद्दू…  // t co / AD4vHySMN4  ,[ 0.07712388  1.0898651  -1.0613737 ],1,positive
30434,positive,I was humming Dheere Dheere to myself during my exams I feel like I promoted the song better in college than you d …  // t . co / XYw95pl4sC  ,[-2.3049476  1.4917635  1.4918818],2,neutral
28776,neutral, Madam ab to chunav khatam ho gya he ab to BJP ka prachar karna band kar do Bhut support kiya modi ko …  // t co / GbPpLSbE9f  ,[-0.07808833  1.1051279  -1.3419195 ],1,negative
37312,neutral, _ 13   _ 12 Jee Shuru se woh tou beech main Ananya ne aa k demagh kharab kar diya tha Ak …  // tco / sbtyhwhqcv  ,[ 0.34187704  0.9821851  -1.4661636 ],1,neutral
26053,positive,HAPPY BIHDAY MY LOVE  _ Nikhil :kiss::kiss: God bless you my cuttipai :couple_with_heart::couple_with_heart::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::face_blowing_a_kiss::face_blowing_a_kiss::sparkling_heart::sparkling_heart::blue_heart::blue_heart:  // t . co / 1iKp4JssAk  ,[-1.5963888  -0.21983133  2.5999649 ],2,positive
34599,neutral, :beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes: all credits my guru content provider Jai Modi ji Jai Bajrangbali :speak-no-evil_monkey::speak-no-evil_monkey::face_with_tears_of_joy::face_with_tears_of_joy:!  ,[-2.8745987  1.7786472  1.4492543],1,positive
14846,neutral, _ gurram I am hoping not to loose this .  ,[-1.105738   2.1732366 -0.9736866],1,positive
40296,negative, Twitter aur phone chalane mein koi petrol :fuel_pump: nhi lagta . IK ko mat maaro . Pakistan has not too many to loose .  ,[ 1.9575893 -0.824608  -1.5096724],0,neutral
14749,positive, congratulations mene 21March ko aap ki jeet ki bhavishyavani ki thi  ,[-1.8509772  -0.20491476  2.7183015 ],2,positive
12278,positive,Waah mc is so cute !!!  // t . co / sqBiPOxdWX  ,[-1.755569    0.22490273  2.1735547 ],2,positive
11069,neutral, _ here  Mujhe samajh nhi ata log is bache ko itna kyun charhate hain i mean kaafi bache hain j …  // t . co / uLUZhoYziT  ,[ 0.32071713  0.7437023  -1.3127111 ],1,neutral
6565,neutral,  # WorldNoTobaccoDay  ji Say no to cancer by saying no to tobacco .  // t . co / zFWYWQcAy3  // t . co / hu …  ,[-0.829363    1.4481896  -0.85207164],1,positive
26665,neutral, Le wena tsamo fokotsa .. Bano fihla ba e Bethe ka harane nyana :grinning_face_with_big_eyes:  ,[-1.647377   1.8021344  0.0151187],1,neutral
30625,positive,   _ 420    _ sunny568  _ bi2452 k ALLAH tumy hmesha khush rkhy aur aisy he rho q …  ,[-1.8556458   0.44143856  2.0778544 ],2,positive
6887,positive, Hye can u open ur dm ? Thankyou :smiling_face_with_smiling_eyes:  ,[-2.738778   1.5840224  1.7903873],2,neutral
6104,neutral, This is absolutely wrong . Is hisab se modi ko opposition ne election se pehla itna kuch bura bola wo bhi …  // t . co / zhyCQLMxVO  ,[ 0.04550015  1.1197768  -1.2724307 ],1,positive
30002,neutral,  Kisi aik party ko itna follow karna ky os ky galat kaamo ko bi defend krny ki koshis …  // t co / 0UPYZB992E  ,[ 0.58802015  0.6594246  -1.4741838 ],1,neutral
21377,positive,  # NoTobaccoDay Sant Rampal Ji Maharaj is acquainted with Mangal Knowledge and millions of families are living free of …  ,[-2.3412614  0.6013265  2.3516495],2,neutral
34861,neutral, bcz my maa paa with me always 102 Not Out change my life my paa maa n u aur aap logo ki life ka journ …  // t . co / JFb4kqVNxo  ,[-2.0555286  1.2760465  1.0268955],1,positive
27653,neutral, _ chokha Restaurants kholne ka mtlb koi sense of responsibility ni haikharab khana dete hai customers ko  ,[ 0.19037914  0.71198505 -1.0125182 ],1,negative
18437,positive,  Aaj boht samose khane ka Mann Karra hei :face_savoring_food::face_savoring_food::face_savoring_food::face_savoring_food: Love you ultimate Akshay Kumar :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:  // t . co / qlQVQTNaC9  ,[-2.202307    0.26164994  2.5331323 ],2,positive
5741,neutral,  _ Ugh I love them . ap hamein ye eidi bhej ga eid per okay ?  ,[-2.518445   1.8307877  1.1720432],1,positive
33623,negative,Hi Mr . Pak PM . Aapane bola that ki Modi Jitege to Ham Phatake Bajayage ? Bajaye kya agar Nahi Bajaye to Lagao re …  // t . co / D6nqPzE3Ft  ,[ 0.60588473  0.13449833 -0.7939674 ],0,negative
24441,neutral,“ What ’ s your name ?” Me Indiya EVERYBODY ohhhhhhhhh like India Arie ! You sing ?? :face_with_raised_eyebrow:  // t . co / 0t6C1hru5j  ,[-2.3098233   1.9834034   0.82341456],1,neutral
24643,neutral,Bina soche samze engineering mat lena nahi to lene ke dene pad jaynege # 12thBoardResult  ,[-1.5656354   1.4652504   0.18897374],1,neutral
33746,negative, Sala tum harami log hinduo se itni nafrat kyo rakte ho kisi bi hinsha ko hindu muslman bna ke pesh kar …  // t . co / Y48srYPR8j  ,[ 2.1466472  -0.65829057 -1.7598028 ],0,negative
13063,positive,Kya bat hai Wah bahot khub aisee jajba har hindustani aur har bachon mein hona jarur hai JaiHind Bharat Mata …  // t co / lHqWGBwqX7  ,[-1.8744422  -0.01794345  2.4900582 ],2,positive
20495,positive, bht moody ho aajkal . hope all is well  ,[-1.6659813   0.33025584  2.032811  ],2,positive
43190,positive,  Ok that ’ s looks great I take my words about Khus v Rooafza back :rolling_on_the_floor_laughing:  ,[-2.6078148  1.4927682  1.5452652],2,positive
24742,positive, You efficiency of anchoring a program is continuously deteriorating . Ab to dekhne ki himmat hi nahi …  // t . co / wmgtryQ25G  ,[-2.3256488  1.1599597  1.2448773],2,negative
27427,neutral, _ girl001 Koe khaas nahe meri aik choti cousin ka naam bhe yahe hai tb se yeh naam pasand hai mujhe  ,[-0.72130495  1.4240341  -0.5690864 ],1,neutral
26302,negative,  Ye godi media hai isko 1 saal purani vedio ab dikhai di kyu k wo mahila thi agr purosh …  // t . co / 5ReUHUem8v  ,[ 2.2543743 -0.9754694 -1.4547634],0,negative
15934,positive, Dil se Naman sir ji you are our really inspiration aap apni ek aawaj do hum karoro aawaj denge aa …  // t co / bavLWcdEJb  ,[-2.0693085 -0.0399156  2.7065814],2,positive
14164,neutral,  Kabhi to acha socha karo .. band karo ye divide n rule  ,[-0.05368927  0.935039   -0.9166806 ],1,positive
15182,positive, kapil ji I am very biggest fan of you . me rajasthan se mumbai gumne aaiya hu kya aap mje aapke …  // t . co / AHRJydzW5w  ,[-2.5711756   0.60292727  2.4618473 ],2,positive
10209,negative, Hadd ho gayi in logo ki Haar ki samiksha karne ki bajaye ab media pe nishana agli baar to janata …  // t co / MF4R03h7C4  ,[ 1.1594775  0.2092063 -1.5509746],0,neutral
12983,negative, Duracharya tum kahena chahate ho ki Hindustanis Medias Kutte ki dum jaisee hin jo kabhi sidhee nahi …  // t . co / mbgaBz1Eck  ,[ 1.9548833  -0.48805907 -1.6132001 ],0,negative
26111,neutral, Govt minister koi kam dhanda nai kartay .. aisi website p hi minister paey jatay hein ... ch nab ki video b udher viral hai  ,[-0.00797974  0.8781659  -0.9856275 ],1,negative
