Uid,Sentiment,clean_text
31575,negative,   _ Sharma4 Abye chutiya ye choti chaddi gang krti hai muslamn nhi lgao uspr ki o â€¦  // t co / x9P7HkP5Fr  
2368,positive,  You have worked for sabka saath sabka vikas ( everyone's support everyone's development ) now sabka vishwas ( everyone â€¦  
32193,neutral, _ yousafza  Pak Army is ko harket nhen kr skti jo ap ne dekhai aur na he essa kabhi ho ga yeh p â€¦  // t co / y4WyBLLviT  
14770,positive,  HE DIDNT HESITATE AND GAVE HIS ALL ðŸ˜­ðŸ‘ IM SOOO PROUD AND I CANT STOP LAUGHING ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ìš°ë¦¬ ì›Œëˆ„ ì¡´ë‚˜ì›ƒê²¨ ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ Dancing King â€¦  
11517,neutral, _ aditi   Thank god . Had you seen my instagram feed you would have labelled me super ugl â€¦  // t . co / 6Ok8ocOaHs  
39083,positive,Day 149 of 365 Days thank you Aisha and Radio Bula Masti for your continuous support for the last 2 years Watc â€¦  // t co / Jnk10OpO1Y  
18781,neutral, _ sarahayat Kabhi Kabhar Dillon Ki Beed Alfaz Bayan Kar Jate Hain Jay Ke Apke Lfaz Bayan Karahe Hain Ke Apka Paala â€¦  // t co / tct05l2Mza  
30879,negative, Bc tra konsa satta laga huwa tha . Phla match tha chills  
4161,neutral,The optimism in my fam is unreal . 85 tak agar 5 hogaye to match apna hosakta hai !  
23207,neutral, Well done sir ðŸ‘ Lekin kash Aap ne aur congress ne yeh kaam pahele kiya hota toh yeh Nehru ji ko lekar itani â€¦  // t . co / f1XfiWkgG3  
11334,positive, So that after World Cup thrashing his team â€:trade_mark: s performance can be summed up as â€œ Kurta toh achcha hai lekin pajama gayab hai â€  
11325,positive,  Dimple ji janta janti ha sab kisne desh ka vikas kiya or kisne barbad . Desh is waqt sah â€¦  // t . co / Oy4tcge0YH  
25263,negative,      _ GUJJU Ek bhi dalit mahila nahi hai - ass tosh  
17720,positive, Yes ! Sounds fantastic ! I love CxG . What time ?  
21779,positive, Hearty congratulations Prime Minister of India Sri Narendra Damodar Das Modi bhaye god bless you bhaye love you bhaya  
28512,positive,     Dr sahab aapki jai ho bhut hi sukhad anubhav aapko sa â€¦  // t co / mpKGNlnfeR  
39394,neutral,  Saare intellectual gyan ground pe change yehi la raha ha aur hum bas saare pseudo ha jo zakir naik k fans ha  
36646,positive,  Finally got round to watching â€˜ Nae Pasaran â€:trade_mark: on  What a great programme I had no idea about this story Give it a â€¦  
28354,neutral, Notification style change hogya hai Direct tweet share ka option better hogya hai menu better agya  
8150,positive,  badhai ho sir ji mai aapke sansadiy chetra vararasi se hu mera gaw harsos hai ? sir ji â€¦  // t co / Fis9s12A2t  
17706,positive,Happy birthday to you  Bai Sa ji ðŸ¤—ðŸ¤—ðŸ¤—ðŸ’ðŸ’ My lord Saint Dr  Insan bless you with max sew â€¦  // t co / 8iezIUKQEq  
10713,neutral,  _ 110 Jo pants Ramadan se pehle loose thein wo ab fit ho gyi hain . Alhumdulillah  // t . co / 9aVGgT24mO  
25129,neutral,I am all for  heading the # Congress . Do you know how good this is for India's education industry ? The â€¦  // t . co / p1WF4OmPjO  
24004,negative, Mahatma Gandhi Desh ke hein Wo azadi se pehle se desh ke hein But Godse jabse BJP ayi tabse hi aya hai Henc â€¦  // t . co / 0stn3ItsVN  
11101,positive,No special effects no make up . Just a strong Snapchat filter . This is me . No matter what you're going through jus â€¦  // t . co / 0jfuSnvyMl  
13125,negative, Gum is bat ka hai ki hum fail ho gye samasya ko sambhalne m Log fail ho gye ankh kholne m Ankhein â€¦  // t co / yYkgUYItlt  
14261,positive,    Very beautiful movie with my favorite song tujhse naraaz â€¦  // t . co / 9FciSfqLnc  
6153,negative, Bro ghalat smjne ma srf ma ni sb yahi smj re ha tw dimagh sb ka ni kharab apka kharab ha .  
11150,positive, Everytime I see those floors I think Hume wood ðŸ˜Œ.. Good memories  
9051,neutral, _ in _ Ink  Sorry gee hum akhbaar walay log hain thoray say paindu hain . Ye paper towel walay shenanigans nahi aatay .  
15956,negative,     Naa tmc = bjp dono hi chu party hai koi kisise kam nahi  
13802,negative, ThatBeardGuy Shame on u search karna chahiya hum students ka lia nahi ye vala scheme ðŸ˜‚  
24081,negative, aur wo jalte hi buj gaye jaise hi tum BJP se bewafa huye fir to andhere me yu gustakhiya ki h tumne â€¦  // t co / DoSTLn4kUl  
21884,neutral, Ap ye batao ke ab oun 20 saree or blouses ka kya karoge ??? 2024 election mai pehan lena baki tab tak y â€¦  // t co / Wlxnyw59ft  
25252,neutral,India really need a better technical batsmen like AJINKYA RAHANE in the middle order .. because in England there migh â€¦  // t . co / 67jcETj9yd  
43991,neutral, Inka bhi bhaav khatam ho gaya hai . Kuch mila nahi BJP se aur AAP be toh bahar kar ho rakkha hai . Ag â€¦  // t . co / 7AWD5ElXeA  
20744,neutral, Please sir Koi vikas ka kam batayein in last 5year . Is me koi shak nhi ki BJP hindutve ke nam pe jeeti â€¦  // t . co / dAHWTuGjvG  
17688,neutral,  Thanks sir ji . Tarak bhai political entry latega tho dusra admee koti nai milega sub admee b â€¦  // t . co / FJrxLaRFtB  
31076,neutral,Jai Jawaan Jai Kisaan .   // t . co / 3obp63mtdr  
13397,positive,  THIS SCENE WOULDVE BEEN SO MUCH BETTER WITH THIS SONG OMFG  // t . co / DRQu333EAF  
7979,neutral,YES HE IS PAPA NOMURA BLESS  // t co / 5Z4bS5OxUn  
10917,negative,   Haramzade kuttey tu hai kya saley chutiye aur Kya teri aukat hai ki tu â€¦  // t . co / KbB9rmadS0  
17063,neutral, Sorry 4 like 2 retweet ðŸ˜‚ modi ke naam hone k bawajood Oye aunty apni aukaat kbhi mt bhulna  
21498,neutral, _ sekcy _  BunnyTheRabbit  Aeeee jhotaaaaa ðŸ‘» Ramzan ma jhoot nahi bolte ðŸ˜ˆ  
11207,neutral,    Teri jali na Jali na Teri ........... Or hn spelling ko chor Tu bar â€¦  // t . co / PlWqKfgFSg  
16577,negative,  ðŸ˜‚ðŸ˜‚ðŸ˜‚ bc mazaak krta hu .. seriously mtt lo  
25532,negative,Aao sunau pyar ki ek kahani Jo pyar kare sala wo hai chutiya praani Bete sabka katega tu bhi kabtak bachega â€¦  // t co / EOGmA9KkEp  
26208,positive, ji ! We will miss you the most ! Aapne ministry chalayi bahut ache se aur sabka Dil bhi Jeet liye .. aa â€¦  // t . co / 2jB7o4u9td  
33855,neutral,  Message is loud & clear . Jo kaam nahi karay ga woh ghar jaye ga .. Chahay kitna he bara naam kion na ho . Baten chahay jitni â€¦  
8956,negative, Ak number ki jhoti orat tery mu se ya sb acha nahi lagta abba chor chacha chor bhiya chor sara khand â€¦  // t . co / vF8xD07utQ  
8747,neutral,     Mujhe separation se to prblm hai hi but usse â€¦  // t . co / iBmva9YF90  
14745,positive, Oh wow ! Poet Zakir . ðŸ‘ Good luck to the teams the cup is all they lack it seems .  
39874,neutral,   Ayaz sb ka chor leader jo aj kal non proven properties k case may andar hai us may â€¦  // t . co / W3d65VfNHf  
36028,positive,â€œ I survived 7th grade .â€ KidA is done with school and summer vacation can officially start . Woohoo ! This cute kid is â€¦  // t . co / OQDEVFXAgV  
2554,neutral, Socha tha is summer mein World Cup daikhain gay to get our mind off football but wahan bhi patli halaat hai ðŸ˜‚ðŸ˜‚  
13168,negative,Aa gyi jihadi ... pakistan k khilaaf sunegi ni kuch ... abe ja reh pakistan m .. india tere tax k bhuke ni hai  // t . co / VvzJTt3l1B  
38128,positive,  Modi ji ko aap ka bahut bahut badhai Abhishek Verma ji ke liye Congress formation Modi ji b â€¦  // t . co / Y2UzkHZyWd  
13785,negative, Bhai aaj tak tune kishi bhi scam par avaj nahi uthai par modi ji k kam kale gungan par avaj uthata hai â€¦  // t . co / EfyUNrJRhO  
40071,positive, sirrr mubarak ho aapko . I â€:trade_mark: ve missed the posts you used to write in the Liverpool Way group . Always insp â€¦  // t . co / 9BVRywBQIo  
5457,negative, Itane Jute Marugina Bc Agar Pakkad Main Aaya Tu Itana Ganda Comment Karta Hain Tu Harami  // t co / 4ZMz5D2bRp  
17508,neutral,    2 mahine se nahi dikha tha news walo tumhe kon Hindu Muslim kar Rah â€¦  // t . co / fKiVOhxrgu  
10243,neutral,Apply for the role of - Assistant Project Officer ( Consultant ) - at Bachpan Bachao Andolan - India Candidates w / B â€¦  // t . co / n7hwkam2Nb  
31399,positive,Congratulation ! Pm Narendra Damodar Das Modi ji .. Alpsankhyak samja ke liye apka ek kadam aage badhega to vishawas â€¦  // t . co / kcQSD29eWZ  
4004,negative,      Teri kahe jaal rahi kallu â€¦  // t co / OA7fDyGGka  
28571,negative,   __     Are baat tum madrs wali krrhe â€¦  // t . co / EgtGOdDOgF  
14430,negative, __ Pooja Aur ye tu nahi teri jali hui % #& bol rahi hai .. Election result k baad lagi hui aag bujhegi nahi jaldi â€¦  // t . co / 5NK7WXzDK6  
34847,neutral, Tootny ka to pata nahi I think laceration ho jati hogi ðŸ˜…  
34826,positive, Aalim aur baba ki zarurat nahe hai apko . App Sache dil se Allaha se dua karo Inshaallaha appki dua â€¦  // t . co / uBohu6AYG6  
10851,neutral, What a meanness of Soniya ! the proper etiquette says that she should have thanked all the people who t â€¦  // t . co / 57nc31NrLe  
11636,neutral,  Bro . Are you okay if your partner tipu you ? Like you partner keluar with other guy tpi dia inform you dia buat be â€¦ â€” No on â€¦  
35316,positive,ðŸƒ NC A â€“ ë°¤ë°”ëžŒ ðŸƒ [ Thai Translate By N CHU ] â–¶ï¸ Wow â€¦ The meaning so meaningful This is true healing song I listen it m â€¦  // t co / 0ZVWULF7OO  
11163,negative,  A lot of girls are too immature for me ... I â€:trade_mark: m not w / that drama ish .  
9761,negative, _ urdu Na na ab jin kuttay k bachon ne jo harkat ki un ko saza dy kr baqi jo koi bahir hain un ko bolo insan â€¦  // t co / VeSvj0xuYG  
38228,positive,Very Very Congratulations ðŸ’ to Hon'ble prime minister Shri  Ji on taking oath as second time PM Best w â€¦  // t co / 5VPDXMdcB1  
19078,neutral, Confirm karlo pehle thik se kahin baad me hawa udey ki yeh secularism ki summer classes de rahe the ..  
14464,neutral, Sir please rewrite NCE history text books . There is nothing about great sacrifices of even netaji bh â€¦  // t . co / qZB9ABtegk  
40614,neutral,Jun 10 - FREE Coworking Day  DESK - DTLA Ã¢Â€Â¢ What we'll doPLEASE ONLY RSVP IF FOR SURE YOU ARE ATTENDING OUR â€¦  // t co / aoyO65ciZP  
1,negative, Keh to aese Rahe ho Jaise Pakistan wale Ni karte . South Africa se Hara na Bharat to chain ap logon ne bhi Ni Lena ðŸ˜‚  
31715,neutral,Is trailer ne toh kmaal kar diya !! Now eagerly waiting for main trailer # Article15ShockTrailer  // t co / mMG7sGrV25  
38801,negative,   Tumhare malik ne stifa diya hai manjur nahi hua . Tum jante ho ki chor kaun hai . Lekin itna jhuth bola ki back â€¦  
26756,negative, _ Rohatgi Madam jo pehle sachche Hindu to ban jao Hindu Rashtra bad me bana lena bvz what u r doing is not Hinduism  
5384,positive, _ Sena All the best . Good going . ðŸ‘  
31830,negative,  Iski gaand phle s fati pdi h Modi Ji k PM bnne k bd s hi or aj or fat k 10-12 ho gyi paidaysi chutiya  
35029,neutral,  Pakistan me gurudwara toda gaya without any problem since the majority is powerful n f â€¦  // t . co / rEA11MfmxK  
41273,positive,Dhan Dhan Satguru Tera Hi Aasra ... Gud Morning sOhNe Dr . ji .. bless all .. apna v khyaal rakhna sOhNe g â€¦  // t . co / 6LfWDmwgmS  
31085,negative, voice _ of _ india Tm bhi Kohli ke Aasre pr ghanta kuxh nhi ukhar skte ðŸ˜‚ðŸ˜‚  
368,positive,Enrich wit ur follows so yours can be enriched as well when picked  _ F _ I _ R _ S _ T  _ Aur _ Mhbt  â€¦  // t . co / sRs5X2TTfm  
29490,positive,  _ I like listening to my music same way I love my weed LOUD !  
43902,negative, _ Ali9  Ha be mc Gandhi deshdrohi tha mc sala congress aur Muslim ka supporter Gandhi mahatma Gandhi . Mc Gandhi mc  
17256,positive,Many Many Happy Returns of The Day Dstw ðŸ‘ðŸ‘ðŸ‘ Wish You All The Best ðŸŽ‰ðŸŽ‰ðŸŽ‰ðŸŽ‰ðŸŽ‰ Happy Download Day hajaro Baudir crush ðŸŽ‚ðŸŽ‚ðŸŽ‚ðŸŽ‚ðŸŽ‚ B â€¦  // t co / Pezc2NyR7g  
26077,neutral, _ Pallavi92 Hey there's someone very important in my life we've kinda fought Her name is Nikhita Can you plz say Hi to her !!  
23321,positive, To Osm Sir MS dhoni is the player in the world cup now  
11655,positive, _ seeJ Yeaaa Thanks u so much ðŸ’œðŸ’œðŸ˜­  
8126,neutral,  Mery Dada abu khud is hijrat may thy wo sirf 9sal k thy Wo btaty h k un ki phupho ko sikho ny shaheed kr dia tha ðŸ’” Un â€¦  
11147,neutral,  _ Rashid Aur kitna gir ke bol sakte ho ? Jisase tumhari atma ko santi mile Aise Hindu hone pe s â€¦  // t co / aFPDlGf34d  
4726,positive,  Jab leadership pakki or sachi ho to dunia jhuk k sunti hai . Proud of you . # PrimeMinisterImranKhan  // t . co / ItN0stA â€¦  
34516,negative, Bujurg log keh gaye hain kutilmauka parastlobhibeizzati karne waladarpoksatya ko chupane wala â€¦  // t . co / sgZ7DyvKXE  
13617,neutral, _ farha  Kiski kitni aukaat hai yeh uska social media account ke follower nahi . Uspar mile comm â€¦  // t . co / eiO8M63P3M  
10562,negative,  Laanat is buddhe par or iss tv cahnnel or iss anchor pe jis ne ye sabb sunn kar ghaliz muskurahat dee  
15355,neutral, Congress update nahi hai last ke kuch years me INC president ne kafi kosis ki but sufficient nahi â€¦  // t co / yiX28nEhPB  
29784,positive,Ohh ðŸ’¥ðŸ’¥ yes ðŸ˜ŽðŸ˜ŽðŸ’ª Abhi I got one & only biggest superstar sultan of bollywood baap of indian boxoffice .â€¦  // t . co / VxeFdiMWqn  
36084,negative, _ national  Aaj ek bat saf bta tu tere ko dikt kya h sale tu Hindu ke bare m kuch bhi bolta sale tu â€¦  // t . co / Upwhgke9eg  
19485,negative,  Isko likh k Sale ne gaalian bhi nikali voters ko Modi ji ko biggest liar bola .. ye bahut sadial insan hai  
15563,negative,Is Elon Musk trying to fuck a woman that â€:trade_mark: s half cat ? Lmk  // t . co / W2SIvUQHnw  
11921,positive, Jai Jawan Jai Kisan 1st & 2nd cabinet decision but what will be 3rd one Jai Vigyan ? Thanks to Modi j â€¦  // t . co / I9ggY26jrn  
11305,positive,  Thanks Darpan . Likewise on your talk . Love your transgenic approach !  
38407,negative,  Oye begairta gadaar nahi corruption ka ilzaam hai ... her baat main bak bak ager kuc â€¦  // t . co / bP9FMXf8sN  
21304,neutral, _ the _ fairy Only a little lol But I have to get all of that stuff for the Platinum for each one so I'll probab â€¦  // t . co / 4K1OvXGORQ  
10882,negative,  mujhe pta hai teri maa bhan bjp ke neta ko roj khus krti hai aur tu Dallal bn kr bhar ch â€¦  // t . co / fKNdtw5A33  
25634,positive,  _ Gal Thankyou So Much Papa Ji ðŸ‘¨â€ðŸ‘§ðŸ˜˜ Keep Blessing All Bless Me To Keep Moving ahead In Your Love With a Consistent Speed ðŸ:trade_mark: # A â€¦  
24274,positive,Heard positive reviews about # IndiasMostWanted from critics and the aam junta so dekhne jane ka plan karna padega ðŸ˜Š  // t . co / OHeGrMiYbl  
14344,positive,  _ passionate Loved the words by Mr . Fayyaz Bukhari proud father of Capt . Asfandyar Shaheed meei darkhwaast hai k is mulk ki fauj s â€¦  
10947,neutral, _ 98  Did not k baad past tense use nhi hota .. Did not even married 3 times - ye wrong Hai Did no â€¦  // t . co / FYRZLE12LB  
493,positive, namaskar mere priya honourable pradhan mantri Narendra modi ji congratulations Lord jagannath ka ashirv â€¦  // t co / BmNmg5LDQ1  
7369,neutral, _ malik1 No tension mghy wesy b folowers ki fkr nhi hoti me jnteract zada krta hn  
24619,negative, _  _ anpat619 Bc kuchh galat likh diya to jindgi bhar rota rahega ðŸ˜‚ðŸ˜‚ðŸ˜‚  
35423,negative,Who is she ? Thats pathetic Sharam nahi ati itna chota bacha kharab kar rahi hay  // t . co / K8yo15I7mk  
36430,neutral, _ Saghir  _ Scientist  Pinki toe pinki hoti hai .... chahay manika ki ho ya ..... kanjar khan ki  
11775,negative,Sanghmita exp train no . 12296 me behad bhid hai jisme log bhais bakriyo ki tarah bhare huy hai Pair rakhne ki bhi ja â€¦  // t . co / 82unZybiL6  
21453,positive,Also I made this super amazing akhrot ka halwa again . Guysssss you really need to order it and bless your taste buds with it ðŸ˜Œ.  
22711,negative,  Sahi hai Tum lalu ke supporter ho Tumse aur umid bhi kya kar sakte hai Jail me m â€¦  // t co / vguqWLweUC  
43685,positive,You are loved .ðŸ’• You are needed . # fridayvibes # vibesformytribe # namaste # vibehigher # positivevibes # hope # love â€¦  // t . co / TQ7gmEvXWo  
23019,positive,  Modiji your time is up The time for change has come now Congress ka hath Garibon ke sath # AbHogaNYAY  ht â€¦  
31065,negative, _ electr1cal  _ Xhah Bahg teri maa da fudda  
8838,positive, _ 16th June . I am expecting it to be a good match . Jab doh bhai ladte hain toh pura mohalla maze leta hai types ðŸ‘ðŸ¼ðŸ˜‰  
9369,positive,  AUM Hariom Tat Sat Jai Sri Ram Jai Sri Krishna Har Har Mahadev Jai Bajrang Bali Jai Mata Di Jai Mahavira Namah Budham Sha â€¦  
14746,negative,  _ Rihanna  I muted you . It felt so fucking hot ) with just one little *** click *** you â€:trade_mark: ll never ever have an impact on â€¦  
31591,neutral, Chacha ji sayad apko pta ni hum to bjp ke koi v post pr nahi hai or Na hi us party k sadsya hai fir humne â€¦  // t co / IIQb5RRD4I  
14478,positive,  _ Kanda  Pitaji Bless us to be a perfect couple who always love and respect each other & do more & more sewa sim â€¦  
20945,neutral,koi hai jo mujhe ye bata de ki Twitter se phone mein kaise download kiya jata hai ek video mujhe download karna hai â€¦  // t co / qvlVLn6ogg  
19918,neutral,# CWC19 Pakistan ki team ne aaj phir dil tod k rakh diya hamara itna bura match lose kr ge koi fight to ki hoti halk â€¦  // t . co / jDBusYaYYP  
12973,positive,  We're giving away a pair of Grandstand Enclosure tickets to # InvestecDerby Day ! ðŸŽŸ For your chance to win âœ… Follo â€¦  
11692,negative,Virodhi Ab khooni # Dhamki de rahe he Virodhio ka Na Loktantra me Visvash hi nahi he Ye Gunda party ke Log Hame â€¦  // t co / Ax0BNZXoY8  
35191,negative,      Teri biwi ka bhosra  
3530,positive,Wishing you a New Month that is Sparking with Â  Fun Â  and Masti Bursting with Joy and Love and Overflowing Blessing . Th â€¦  // t . co / 2ig4KiAbKc  
3838,neutral,  _ YAadav    Nhi Yehi toh BJP ke superstar pracharak h Jinhone apna kartavy sahi nibhaya umme â€¦  
37690,neutral, 1992 wc main pakistan nain phele match Windies se hara tha 10 wicket se us ka bad se pakistan champion bana  
16165,neutral,  My mother was shocked when I switched to NDTV then I said thoda Enke sakal b dekhne do ðŸ˜ðŸ˜  
34606,neutral, _ zoya _ Beti dil khush kar liya apna but ayga modi hi 312 seat ayngi dekh lena mein challenge kr rha hu Modi j â€¦  // tco / GBPfsqRYjp  
2741,neutral, _ 25 Aam admi ke achhe din dekhne ke liye Surat aur Barabanki Jana hoga AC rooms aur Twitter pe kewal bhram â€¦  // t co / fcH8xIzGP3  
3652,negative, _ sharma444 Sabse base chor to vehi the . Unkebad yeto chhote chor hai congress ka dna hi Chor gaddar deshdirohi hai  
19960,positive,  Hoep you have a good days ahead at last I say we don't want to impose hindi on you we are â€¦  // t . co / ZDlTgS7KIk  
26547,negative, Pakistan k tau InshaAllah koi tukre nahi ker sakta lekin Pakistan k liay Itny gandi zaban use kerne â€¦  // t co / PXhzkZlupX  
8169,positive, Modi ji great real dynamic leader vikash purush roozgar branded reservation imander saab niyat majboo â€¦  // t . co / OGwLqY4f2V  
31616,negative,  Are O kutte ki aulaad haramjade ye training bahut jaruri hai Desh ki raksha Dharam ki raksha ke â€¦  // t . co / YzRWxWfXSP  
40700,positive,  _ zaigham Aahaaa Rahim bhi razi rahy aur Ram bhi naraz na hu excellent policy Wah ji wah Kia baat hay  
12691,negative,  Abhi to ye namune nikalte rahege dekhte jao siksa rojgari ki bat karte nhi h haram khor dalli media jo bethi h  
21148,neutral, _ Sharma   _ am _ superbb   Bhai vajpayee ka zamaana alag ta vajpayee ji toh modi ko bhi ha â€¦  // t . co / cdLXGiic0n  
11064,neutral,Shaadiyon mein chaat toh bahut khaaya hoga par kabhi Dahi Gujiya Chaat khaaya hai ? Dekhiye  ko ban â€¦  // t . co / 2UYJshU9vN  
7442,positive,Allama Khadim Hussain Rizvi | Aj Juma Tul Mubarak Ka Khoosorat Clip 24 M ...  // t . co / MKjnOv81 via   
34836,negative, _ My friend be like ab ja rhi ho qatar toh wapsi pe Petrol wahn se leti anaa yahn halat kharab ho rhe ðŸ˜‚ðŸ˜‚  
22116,negative, _ Slays Ulta ho rha hai bcz aaj kal tum mental ho gyi ho ðŸ˜‚ðŸ˜‚ðŸ˜‚ But kal panauti lg gya tha SA ka  
12719,neutral, _ Hahah chalo sahi not pushing it relax junior ðŸ˜„  
36073,positive, good morning bhiya ji have a nice day  
11097,neutral,  _    It's better people are aware rather than feeling blessed in ignorance .... Such things a â€¦  
21380,negative, mine is also not working !!!!!!!!! kya ghatia service hai . sala april se yahi scene hai kya !!!! chutia kta lia tumhe paise de ke  
11721,neutral,  _ father _ Kal Ka match dekhne ke bad dil kar raha hai agle match ki commentary khadim Hussain rizvi se karwai jae ðŸ’ž  
41996,negative,  Cheater of india shame on u jhoot ke raaste ka samai jiyada derr nahi chalte evm hacker  
23240,negative,     Us ghatiya aur gaddar ki ab koi zaroorat nahi ðŸ‘ŽðŸ‘Ž  
4146,negative,Zahar lagty han mjy wo log jo sidhi bat nai khty or bat ko ghumaty rahty han like man what the fuck u actually want ðŸ˜¤ðŸ˜¤ðŸ˜¤  
10336,positive,OH MY GOD !!!! This channel is so good in promoting shows . Hats off to this amazing way of portrayal of Aladdin's st â€¦  // t . co / SHrunybWxL  
22171,negative,  Modi New Cabinet .. best news a new jal shakti ministry an idea whose time has come .. worst news ? well just cant get â€¦  
35220,positive, I am really happy for PM kishan yojna facility . This facility is going to really needy person . Those â€¦  // t . co / QjSvQXrVlK  
16832,positive,# TujheKitnaChahneLage . . Iss Gaane me jo  Sir ki à¤:registered:à¥‡à¤¹à¤¨à¤¤ hai wo à¤°à¤‚à¤— layi ðŸ˜Š . .. Thank you Sir for the such a lovely song ðŸ:trade_mark:  
42192,positive,  Arjun Ram Meghwal BJP I thank the PM & Amit Shah ji for showing trust in me I thank them on behalf of the people of Bika â€¦  
24021,neutral,SIR ji present ke sath future per v thora dhyan do sir ji education system ko drastically change ki jturat hai M â€¦  // t co / lNuETW3UXh  
3589,positive, Congratulations Sir on behalf on India and Jan Samasya Mela - Bharat on Oath Ceremony as PM India for â€¦  // t co / 952ts5CIRF  
4921,neutral,   That's not even close to the point I am making . I dont care if he is guilty or n â€¦  // t . co / bGnlW1VViJ  
35642,negative,  _ Agarwal90  Nehru ke naam pe chutiyapa Karne ki zarorat mujhe Nahi hai tum Gulamo ko â€¦  // t co / mAXeVRBakY  
21460,neutral,Jab ham do mitra ya samuh milakar ek hote hai to dil se ek hona chahiye jab tak ek rahe tab tak nischit roop se ham â€¦  // t . co / xnuiXxssz1  
20472,neutral,Did y â€:trade_mark: all know Marvin Gaye just dropped a new album ? Well now you do .  
2495,neutral,  Here is loving Jungkook casually checking the â€œ Center of His Love for ARMYs â€. Don â€:trade_mark: t cha worry it won â€:trade_mark: t run away & ARMY â€¦  
10784,neutral, Sir is msg main agr pm sab ko mention kia jay to msg jald ponch jay ga un tak  
37948,neutral, mem aapne kabhi sarkar se poocha ke 2 cror rojgar ka kya hua ? kya apne kabhi sarkar se badhti meh â€¦  // t . co / CY9wmQmGR2  
42418,positive,  Thank you  ji  // t . co / FsKm0PSLdJ  
5124,positive, This is so â€˜ hatke â€:trade_mark:. Thanks for sharing   
1496,neutral, __ 56  Exactly Hyr aik din my bhiii sudhr jaoon GI InshaAllah ðŸ˜‚ðŸ˜â¤ðŸ:trade_mark:  
31569,negative,    Sighra hi appsc ki janch ho aur tatkal atithi vidwano ko niymit kiya jaye  
15586,negative, _ in  Sir don't just lick news without fact check . The worst part in democracy is that people ar â€¦  // t . co / SAV0VcmUXh  
35724,positive,       Yho Yho Yho YHO YHO MAMA YHOOOOOOOO ... weekend is that you dah ? ht â€¦  
37841,negative,  Prakash Saini ye news channel wale dalle debate hi congress ke pravaktawon ko beijjat karne â€¦  // t co / aqnza4NFjb  
11323,neutral,t me my nbr 8360925392 my wastapp nbr 9855227336 plz sir one call plz sir app ki vajha se meri zindagi ban jayegi a â€¦  // t . co / XRN4E91MRG  
35046,positive,Speechless numbed excited !! Kya baat hai Khurrana saab Honestly it surpasses all expectations Really looking â€¦  // t co / ZKv4ab6wTB  
29949,positive,[ real life events ] Not me â€˜ I â€:trade_mark: m having a good hair day Sau quick take a picture so I can send it to my husband â€:trade_mark: Me â€¦  // t . co / cBUpEgl99V  
31339,neutral, _ Mind Bangladash ki threat danay walay bilo or Mrs Safder ka bhi dam nikal giya ho ga  
10770,negative, kya krre ho bc tum log 10 din ho gye par abtk kuch ni mc sab Chor h sale  
6332,negative,  kamal ki choice hain .. chun ke heere moti laye hain . Fake degrees criminal records extremist â€¦  // t . co / Z6BRIXZBho  
33860,negative, Yeh gormint bikchuki hai ! Saab Ka dhyan bhatka raha hai unemployment ka data jo aagaya nsso ka . worst in 45 years who is to blame  
18754,positive,   Aap ki Leadership or mahnat ki jeet ..  
17890,neutral, _ Dixit Yeh log kabhi nahi sudharenge # Evangelists  // t . co / ytwWTHsuiY  
5304,positive,Looks great & stays that way .... # JatayuPlywood-Visvas ka Prateek # plywood # wood # plywoodfurniture # woodworking â€¦  // t . co / 7qMyDuEdP2  
43211,positive,We love both bhaijan and srk sir .... The pride of india   Two super duper stars of bollywood â€¦  // t . co / 05vLgZbPrf  
29742,neutral, _ For real koi muqabla nahi us garri ka  
24255,negative, _ urdu Pmln patwari pagal hoo gayee petrol price os much high even in europe what rubbish ppl  
28297,negative,  Chaye congress ho ya bjp dono ne kabhi dhayan diya hi nahi her Saal lakho tone aanaj sa â€¦  // t co / nLOEhCj1gC  
4299,negative, Inko chatukarita se fursat mile tabhi to .... free Ka kamma rahe h .. pta nhi itne muft ki rotiya kaise â€¦  // t . co / cM4XZSZfIW  
19776,positive,Go Valencia with my bestie tomorrow surrounded by good people and full on Prawn Jalfrezi & Pilau Rice . Good night God Bless X  
37421,negative,  Shahid Siddiqui ? Isko itna bhao kyon dete ho kaun sunta hai is Modi-Yogi-hater ki ?  
29162,neutral, Cleavage aur foreign accent rakhne se koi intellectual nahi Ho jata  
37081,negative,Ek aisa faltu leader sirf Musalmaan ke baare mein sochta hai ... Baaki kuch nahin ... Aur sirf bade bade Baatein ...â€¦  // t . co / wSC8mxlIAQ  
8769,neutral,  _ office Modi ne hame bijli di choola diya ghar diya ; ham unhe vote kyun na de ? A very apt analysis of results of 2019 General â€¦  
37540,negative,  _ worldof  gawar uske neechai kya likha tha woh kab padega !?? ha ?? bas caption bhj rha hai ?â€¦  // tco / 5FKimSfthO  
37883,negative, She should be suspended .... Sarkar Ko aise logo Ko badhawa nahi Dena chahiye .. Agar ye sab janbujhkar Kiya j â€¦  // t . co / IGYaLLrugV  
10503,positive,Happy Birthday besty kong mArupOk !! Cutie mo dyan hehe . love youuu ðŸ˜ðŸ’›  // t . co / sc5wAViQWK  
